existential,npn,conditional,question
3.5561063380009728,3.556771667997964,3.5376887249985884,3.5169527060024848
3.539163801997347,3.5766331030026777,3.5733051219976915,3.542768398998305
3.540359595001064,3.590885157002049,3.544413085000997,3.5473796170008427
3.5403169299970614,3.532038885001384,3.554011158998037,3.556630007999047
3.5556392219987174,3.5378498889986076,3.579508590999467,3.528159620000224
3.5452780480009096,3.5753222390012525,3.578404001000308,3.5366547129997343
3.557967232001829,3.5493826540005102,3.56650114200238,3.554896562000067
3.568865116998495,3.576203987999179,3.585068832999241,3.5542240030008543
3.5836906519980403,3.5373592249998183,3.5538762899996073,3.533287296999333
3.5462939990029554,3.57464264599912,3.5600555099990743,3.5391197390017624
3.5642062859988073,3.549877141002071,3.581626539998979,3.544257805999223
3.5767449470004067,3.6015393669986224,3.6512604449999344,3.766155957000592
3.7736519259997294,3.539143319001596,3.5028496280028776,3.5327919560004375
3.5202128199998697,3.5204562290018657,3.536558633997629,3.534041683997202
3.4988759939988086,3.5095926620015234,3.5283948040014366,3.527928748000704
3.5123696270020446,3.5231085419982264,3.51649579199875,3.5411430040003324
3.5096442319991183,3.512931410998135,3.5051352469999983,3.5319748200017784
3.5492033189984795,3.555243052000151,3.5131918209990545,3.503189797000232
3.4967025490004744,3.55924929899993,3.514352523998241,3.56710630499947
3.5040772249994916,3.5575730060008937,3.535502209000697,3.510274677999405
3.4996538599989435,3.5354526080009236,3.5484103569979197,3.5189642750010535
3.5275916919999872,3.5392273210018175,3.536395330000232,3.5201346060021024
3.4981533179998223,3.532588992999081,3.5852427719983098,3.5089306459994987
3.5007522939995397,3.576979604000371,3.543619377000141,3.527545305998501
3.5213759600010235,3.5277791139997134,3.5123743369986187,3.504415578001499
3.4967476070014527,3.544641730000876,3.5154998320031154,3.5139468380002654
3.503268221000326,3.540198735001468,3.51787653700012,3.5138182370028517
3.520242402002623,3.537502407001739,3.519707247000042,3.5089396399998805
3.508777112001553,3.5091614769989974,3.5439892879985564,3.51394614200035
3.5287378229986643,3.549445706001279,3.5196253930007515,3.508071813001152
3.537324830998841,3.560388679998141,3.5455300450012146,3.512972650998563
3.5312433290018816,3.5327177709987154,3.546893540999008,3.505597677001788
3.4972990440001013,3.506768406001356,3.5259776240018255,3.546463783000945
3.4893380550020083,3.5500993610003206,3.5213740340004733,3.515752979001263
3.5234027809965482,3.546895403000235,3.582353546000377,3.5261007500012056
3.524008843000047,3.532696907997888,3.5071034300017345,3.5029888049975852
3.528144768999482,3.546597002998169,3.5025330489988846,3.522046254001907
3.5246566600035294,3.5106693859997904,3.5382446690018696,3.517162735999591
3.5081480459994054,3.5310400870002923,3.5378293489993666,3.483277897001244
3.481625977998192,3.5338553879992105,3.5720459049989586,3.4869942820005235
3.5084695229998033,3.4989212280015636,3.512202002999402,3.4669455549992563
3.4906937850028044,3.51295743800074,3.5045204529997136,3.4988094799991813
3.486171327000193,3.5503999609973107,3.517114127000241,3.5331419490030385
3.5293997600019793,3.534545213999081,3.526232476997393,3.5578271560007124
3.5041498120008328,3.542786411002453,3.541344842997205,3.52087050299815
3.5040417150012217,3.553222963000735,3.518847937000828,3.518509287001507
3.5592781770028523,3.5170313870003156,3.5297312469992903,3.4976382099994225
3.52548088599724,3.5417708979985036,3.539913021999382,3.4967896470006963
3.494511483997485,3.500380397999834,3.5236254110022855,3.5079489210002066
3.5042383890031488,3.5238838949990168,3.5250322979991324,3.511911752000742
3.516773389001173,3.5349951249991136,3.5317441539991705,3.525986307999119
3.51183495299847,3.5295804720008164,3.5582362759996613,3.5171744969993597
3.515626104999683,3.5274419220004347,3.5253288179992524,3.495795975002693
3.5009250289986085,3.538009718999092,3.513788784999633,3.560521515999426
3.5590733120006917,3.520727656999952,3.510851875998924,3.5281020809998154
3.5062469170006807,3.5193807400028163,3.579438160999416,3.539549281998916
3.5477141500014113,3.510823208001966,3.5236134650003805,3.5188375990001077
3.5244164130017452,3.518869347000873,3.5129286410010536,3.5109141200009617
3.525922939999873,3.519732381002541,3.512961892000021,3.5259536400008074
3.516258290001133,3.52852616400196,3.523396937001962,3.517618288999074
3.502752363001491,3.528634983998927,3.529234749999887,3.5336525539969443
3.5401411220009322,3.5332040030007192,3.509104718999879,3.5270914639986586
3.5408295410015853,3.542795098001079,3.499680607998016,3.5058489379989624
3.520687693999207,3.5505321199998434,3.5206447490018036,3.5208315970012336
3.5381179950018122,3.5249800460005645,3.5403096250011004,3.514071380999667
3.552104168000369,3.529181531001086,3.550979953000933,3.5404937180028355
3.5094421329995384,3.529441416998452,3.526808348000486,3.511847294998006
3.53594344999874,3.533502488000522,3.512584592001076,3.5078801849995216
3.524529338999855,3.5315768539985584,3.56019371399816,3.508922466997319
3.5149697990018467,3.5228679080028087,3.5127220590002253,3.5312962800016976
3.514694656001666,3.5469180939981015,3.5134032310015755,3.5304042610005126
3.5337707990001945,3.532782787002361,3.570537138999498,3.508419388999755
3.537578831997962,3.519306747999508,3.5152660029998515,3.51468049399773
3.5007456919993274,3.520874478999758,3.525379121001606,3.4929765009983385
