existential,npn,conditional,question
3.5142621109989705,3.5307737000002817,3.5278594920018804,3.496011005001492
3.542543564999505,3.509076387999812,3.525473202000285,3.527749248998589
3.511530744002812,3.52140410499851,3.5402378290018532,3.531414830002177
3.5320009569986723,3.530576122000639,3.5627061660015897,3.5215078580004047
3.5367465149975033,3.5594827120003174,3.5334553149987187,3.5024062170014076
3.5229312170013145,3.54330476800169,3.5495166209984745,3.513346993000596
3.5025211249994754,3.551040001002548,3.5497952700025053,3.4997270929998194
3.5238810299997567,3.5136281679988315,3.5217333440014045,3.4920468640011677
3.49392545000228,3.5298485929997696,3.5379398689983645,3.5473076130001573
3.5210123210017628,3.497752332001255,3.5172608680004487,3.5197559789994557
3.5349805500009097,3.5433933079984854,3.5282730599974457,3.5292824409989407
3.525767699997232,3.542203413999232,3.5345611679986177,3.5169009970013576
3.540446481001709,3.5487879199972667,3.5418127779994393,3.5337438470014604
3.544706374999805,3.534537490999355,3.5059600040003716,3.50462837500163
3.4982936890010023,3.540910513998824,3.530310976999317,3.547084931997233
3.527446216001408,3.5377707640000153,3.5112931069998012,3.520388951001223
3.5182939170008467,3.575882023000304,3.5215230639987567,3.51637867199679
3.515765411000757,3.527912870998989,3.562013497998123,3.54299839399755
3.5189631800021743,3.5069976750019123,3.5271874819991353,3.540437039002427
3.5219469710027624,3.5323317980000866,3.538039849001507,3.502839746997779
3.5116154810020817,3.5115167340009066,3.5299490639990836,3.52669781500299
3.5392699719996017,3.5169151090012747,3.513247011000203,3.5032213350023085
3.5049661779994494,3.519111197998427,3.5444619209993107,3.5169347650007694
3.53898904900052,3.590868880000926,3.5305402599988156,3.5184921929976554
3.511089764000644,3.5321787079992646,3.524507252001058,3.513023191000684
3.5327426490002836,3.5503407169999264,3.5322826720002922,3.538048402999266
