question,conditional,existential,npn
0.014675506999999754,0.016378236000001323,0.02412135600000198,0.07459386100000387
0.009359146000001317,0.009893710000000056,0.017137559999994778,0.06878472600000407
0.00920015100000171,0.008645755000003419,0.01390491100000446,0.06384516899999682
0.008300750000003632,0.010934710000000791,0.018426413999996782,0.06825567700000335
0.007195697000000223,0.010229373000001374,0.019624155999999005,0.07700004799999505
0.008610069999996028,0.009713131000005149,0.01621892100000366,0.07973617300000058
0.007774617999999123,0.009211569999997948,0.016763867000001653,0.06302233000000257
0.008629927999997733,0.00936864900000245,0.015567316000002052,0.06738524699999715
0.008648231999998757,0.010166030000000603,0.018553444999994895,0.06360105699999963
0.008320105000002798,0.007783540000005473,0.019358699000001423,0.08625770000000443
0.010227965999995092,0.011059683999995684,0.020351328000003832,0.06507176399999537
0.008862939000003678,0.009633569000001785,0.01869656299999889,0.06671429600000067
0.007923685000001512,0.00833084699999631,0.01404151199999859,0.06586383199999801
0.007325152999996476,0.008574769999995624,0.018516871999999296,0.06795034099999953
0.007950508999996941,0.009294226000001515,0.01950407900000073,0.064555888000001
0.008243405999998288,0.007885432999998443,0.01748895900000491,0.06412244099999498
0.007494573000002447,0.007850359000002527,0.014477227000000426,0.06580484399999875
0.00733241100000015,0.008139579999998148,0.033123916999997505,0.07933786899999973
0.009479856000005782,0.010272171000003993,0.014645321999999794,0.07029818600000226
0.009113706999997362,0.008755697000005114,0.020271256000000903,0.10253169699999631
0.008582707000002188,0.008152981000002057,0.013991644000000747,0.06788636099999934
0.008113457999996854,0.007638365000005365,0.016947878000003413,0.06835857200000106
0.007977721000003157,0.008673635000000957,0.017889832000001604,0.06582847900000388
0.007329505999997821,0.007997493000004852,0.014248807000001307,0.06568991999999696
0.007694751999999028,0.01044735600000024,0.020054827000002717,0.07801178799999775
0.007046932999998035,0.007927770000001999,0.017322184999997603,0.06704550599999948
0.008714976000000263,0.00797624799999852,0.014052424999995594,0.06355362099999695
0.008010388999998952,0.009423824000002412,0.012488220999998134,0.07312944000000243
