existential,npn,conditional,question
16.19280373500078,16.13506145000065,16.108364047999203,16.1697959239973
16.26238952499989,16.281260211999324,16.08072549500139,16.15598862999832
16.23568917800003,16.143697347000852,16.122014983000554,16.24619574099779
16.431682457001443,16.10904167100307,16.20744611199916,16.199548339998728
16.414142941997852,16.173284799999237,16.162367329001427,16.137216101000377
16.252905750003265,16.10937442100112,16.31466270999954,16.140170640999713
16.333990823997738,16.103186377000384,16.06277699200291,16.100717861001613
16.284641420003027,16.371676583999943,16.11365228700015,16.406055076000484
16.096347927999886,16.133418461002293,16.173881200000324,16.250786378997873
16.276585562001856,16.112631676998717,16.051761712998996,16.189041019999422
16.296969654998975,16.40226500099743,16.156829489998927,16.068020798997168
16.309557731001405,16.15728757100078,16.28825326900187,16.18085791699923
16.230730997998762,16.18720025500079,16.171285073000035,16.239615020997007
16.383213909000915,16.202042705997883,16.249004734003393,16.249023969001428
16.24808622600176,16.222647460999724,16.11716022299879,16.228785953000624
16.23874935799904,16.095395190001,16.14771548399949,16.19892362199971
16.438952928998333,16.12827707699762,16.194470321002882,16.236188488001062
16.2882533530028,16.115518913000415,16.363168629999564,16.14406034499916
16.263450850998197,16.094811283001036,16.0467798949976,16.15227943499849
16.20033970199802,16.13250462600263,16.089016211000853,16.257467886996892
16.184510446997592,16.249905764001596,16.07229626100161,16.222150048000913
16.151080468000146,16.379259539000486,16.20302056500077,16.422371224998642
16.28187476200037,16.214553485002398,16.23981509100122,16.181574725997052
16.38708617100201,16.24318725500052,16.218146798000816,16.22936962699896
16.30388709500039,16.074984177997976,16.358250572000543,16.256699778998154
16.144830654000543,16.224249097998836,16.15926884000146,16.099475637001888
16.236057186000835,16.268546438997873,16.143248513002618,16.141407275998063
16.408519447999424,16.21051792399885,16.237743962999957,16.159639786001208
16.305986663999647,16.271482103999006,16.169638343999395,16.158438364000176
16.195385132999945,16.139638849999756,16.189848471000005,16.244877879998967
16.209492842001055,16.14805523999894,16.074816775999352,16.228880037000636
16.19532921300197,16.360149350002757,16.08741625499897,16.156017091998365
16.227958619001583,16.22009253500073,16.180857068000478,16.167826180000702
16.264302955998573,16.395200261002174,16.11511668300227,16.27196451800046
16.296137402998284,16.18886091499735,16.058221090999723,16.1495608059995
16.202108934001444,16.14007758200023,16.18741319900073,16.164519292000477
16.04892987200219,16.274055243000475,16.054432716999145,16.192957137998746
16.187748001997534,16.144976665000286,16.155444574000285,16.108296877999237
16.314918025000225,16.209038578999753,16.249197305998678,16.239186187998712
16.236404375998973,16.27980037400266,16.187696288998268,16.476011699000082
16.144326515997818,16.302786704000027,16.106442637999862,16.220384997999645
16.225257762002002,16.143220097997983,16.150932816999557,16.278165815998364
16.161058516001503,16.083576865003124,16.0959695859965,16.218590019001567
16.180271968998568,16.114595344999543,16.21704827299982,16.240546124998218
16.280787029001658,16.221536383996863,16.23743171499882,16.247458899997582
16.214179767001042,16.17857616800029,16.141834099002153,16.16576240300128
16.276853373998165,16.25843632500255,16.12180886400165,16.221965148997697
16.291248653997172,16.101391924999916,16.075529926001764,16.283719860999554
16.21019728900137,16.125625305998255,16.285611578998214,16.115039016000082
16.24288821799928,16.099782309996954,16.173845497000002,16.26545838200036
16.173489355998754,16.134496659000433,16.191332181999314,16.140529536998656
16.270529843000986,16.132958547997987,16.14813735200005,16.173129373997654
16.26816645299914,16.263803817000735,16.15766028700091,16.153871556998638
16.306555120001576,16.10586139299994,16.216760547999,16.14556740899934
16.135987527999532,16.087062990998675,16.095927712998673,16.210129119997873
16.12141834200156,16.388449224003125,16.161892248001095,16.213114273003157
16.21880884300117,16.111310864002007,16.10497143500106,16.168912917000853
16.275971917999414,16.23668483000074,16.09022403799827,16.210027282999363
16.196925467000256,16.23560198799896,16.201954272000876,16.124295468001947
16.1902678080005,16.181215114000224,16.085471708000114,16.14057207299993
16.20352336200085,16.12457007100238,16.165660665999894,16.140015574001154
16.299428464997618,16.131966210999963,16.02631533300155,16.141469521000545
16.249847330000193,16.186900626998977,16.06012871400162,16.280880711001373
16.15319259500029,16.101197988999047,16.10476010700222,16.1478695040023
16.211738576002972,16.138792589998047,16.124524607999774,16.29708943499645
16.279449810997903,16.113891444001638,16.21243425099965,16.151535873003013
16.159167107998655,16.27290877699852,16.115676423003606,16.277013842998713
16.237804288997722,16.170887751002738,16.172284175998357,16.223888343996805
16.28063657600069,16.20960973000183,16.421981759998744,16.37610351100011
16.204712456998095,16.148912258002383,16.185420141999202,16.268693056998018
16.160460511000565,16.150040658998478,16.171539293001842,16.352416640998854
16.28207019900219,16.107586640999216,16.0743102560009,16.150275722000515
16.192987490001542,16.216724934998638,16.212337045999448,16.212947394000366
16.14010214800146,16.133022625002923,16.073236142998212,16.311537573998066
16.14951211299922,16.20621005800058,16.06065270399995,16.18463427000097
16.257677530000365,16.093233160998352,16.20764362400223,16.409317787001783
16.19979712499844,16.185039151001547,16.133212374999857,16.413508017998538
16.270932575000188,16.281306253000366,16.082880776997627,16.210329875000753
16.17789640999763,16.135757446001662,16.319089601998712,16.121760013000312
16.176842124998075,16.087772808998125,16.117555181997886,16.25525740699959
16.260685561999708,16.235108059001504,16.194197736000206,16.2323256339987
16.147641098999884,16.213516613999673,16.320337460998417,16.174897566001164
16.277270105001662,16.1608500250004,16.18598089599982,16.369809233001433
16.387330147001194,16.235322194999753,16.377763839998806,16.22780839400002
16.256303353002295,16.18260220799857,16.064020655001514,16.227704982000432
16.18313482600206,16.17683392300023,16.09045196399893,16.22848594500101
16.131231671999558,16.10128461199929,16.160837334999087,16.284177211000497
16.30495072299891,16.09231317100057,16.18849885799864,16.22843702300088
16.149251075999928,16.13282227399759,16.093207359997905,16.153433644998586
16.19045476300016,16.253123426002276,16.273778405000485,16.303995439000573
16.251766634999512,16.32644571399942,16.17809195600057,16.40404076199775
16.267828905001807,16.235449758001778,16.14291789699928,16.119435651002277
16.344872195997596,16.17196972199963,16.1768322229982,16.152205633999984
16.137312520000705,16.17603943799986,16.297942211996997,16.15288099100144
16.250453743003163,16.228563978998864,16.06398692500079,16.265897807999863
16.387624253999093,16.219995849998668,16.110898361999716,16.328925970003183
16.274049285999354,16.233782014998724,16.178991495002265,16.17024188399955
16.310705558000336,16.134317523999925,16.098833520998596,16.18489268400299
16.24104895900018,16.209694507000677,16.21234849100074,16.165940078000858
16.323911388997658,16.09660503499981,16.222619869000482,16.293799633000162
