existential,conditional,npn,question
0.03806290899956366,0.04086117899987585,0.05577418299981218,0.026849670999581576
0.03008884599967132,0.030062546000408474,0.045627159000105166,0.024494848000358616
0.03253187900008925,0.03532558599999902,0.04519322899977851,0.018948204000480473
0.028779657000086445,0.035514515000613756,0.041628134999882604,0.019094697000582528
0.028282568000577157,0.030251522000071418,0.043489235999913944,0.019004280999979528
0.031112874999962514,0.04073954799969215,0.04328679900027055,0.019507695000356762
0.02912567599923932,0.034424454999680165,0.042878006999671925,0.020137800000156858
0.0285745159999351,0.02985837599953811,0.04112526100016112,0.018760289999590896
0.030740461999812396,0.030685495999932755,0.039903517000311695,0.018752933999167
0.03153419200043572,0.02913129500029754,0.041480652000245755,0.016205017999709526
0.028894799999761744,0.03223510400039231,0.04315687899998011,0.0179984449996482
0.03217068100002507,0.030734076000044297,0.0437462219997542,0.020000055999844335
0.03280453899969871,0.034405350999804796,0.04371390500000416,0.017486198000369768
0.03384698399986519,0.032586796000032336,0.04181405100007396,0.02044837900029961
0.03449471299973084,0.03069585899993399,0.04099363700061076,0.02308417400035978
0.03226329799963423,0.029586147999907553,0.04102437599976838,0.017735514999912994
0.039936078999744495,0.03524102099981974,0.044282090000706376,0.02296625100007077
0.03814824199980649,0.03617710700018506,0.0411655880006947,0.022539989000506466
0.03607892700074444,0.029364474000431073,0.04166974400050094,0.017748749000020325
0.02951860899975145,0.0321857609997096,0.04305804400064517,0.022848669000268274
0.02940345100068953,0.030167369000082545,0.041053932000068016,0.022213861000636825
0.030672924000100465,0.02973787100017944,0.040499005999663495,0.023280738000721612
0.039016503999846464,0.034564282999781426,0.04076800299935712,0.017921302000104333
0.03339523900012864,0.03465969999979279,0.040079852000417304,0.01714441199965222
0.03073072500046692,0.029745959999672777,0.040245080000204325,0.018969651000588783
0.03967170299983991,0.03226175000054354,0.04677005699977599,0.021400917999926605
0.030425115000070946,0.029543419999754406,0.04184695799995097,0.018298983999557095
0.031013381000775553,0.031396910000694334,0.04284975900009158,0.022794192000219482
0.039414590999513166,0.034326891000091564,0.041016151999428985,0.016526354000234278
0.032251296999675105,0.033654019000096014,0.048191077999945264,0.023615780000000086
0.03352988799997547,0.031836408999879495,0.044435642000280495,0.022099302999777137
0.03138158199999452,0.029444259999763744,0.03976264999982959,0.017166450999866356
0.030028414000298653,0.02890941300029226,0.0410457990001305,0.020123819000218646
0.028700120999928913,0.033938235999812605,0.04152906899980735,0.025695076000374684
0.03051009899991186,0.029644205000295187,0.04123384000013175,0.01916072400035773
0.030523383999934595,0.028492426000411797,0.04030477499964036,0.01732624600026611
0.029750833000434795,0.02878795899960096,0.03972379000060755,0.018532776000029116
0.02728608199959126,0.0392228979999345,0.042016411000076914,0.017427910000151314
0.04026636799972039,0.03090288800012786,0.03942242900029669,0.021920333999332797
0.030308180999782053,0.028246490999663365,0.03925995200006582,0.018514854999921226
0.02821335599946906,0.031402972000250884,0.04273400199963362,0.01909572299973661
0.029356521000408975,0.03121644299972104,0.041045574999770906,0.020284988000639714
0.03199309899991931,0.028114311000535963,0.04123765100030141,0.018189422999967064
0.029816692999702354,0.030232527000407572,0.04220005000024685,0.022194614
0.03044476300055976,0.02864808100002847,0.04046890900008293,0.0174384399997507
0.03006821500002843,0.02863271100068232,0.039333153999905335,0.022524583000631537
0.03745475899995654,0.031860048999988066,0.04026027500003693,0.016982884000753984
0.030215702999157656,0.029775259000416554,0.04730431499956467,0.021840432000317378
0.027741584000068542,0.029496635000214155,0.04092464200039103,0.017486613000073703
0.030579979999856732,0.03718900300009409,0.04353772299964476,0.016809826000098838
0.02888634800001455,0.0322848329997214,0.04028641199965932,0.01804172300035134
0.03141474099993502,0.028986717000407225,0.04057031399952393,0.021699416999581445
0.028093779999835533,0.02884291200007283,0.04348600399953284,0.023074932999406883
0.030348901000252226,0.03299175499978446,0.04071692199977406,0.019153451999954996
0.03111519199956092,0.02936137799952121,0.04034413999943354,0.016196387000491086
0.027382925999518193,0.02999113199985004,0.04005980199963233,0.021525618999476137
0.0330862109994996,0.029524594000577054,0.040267508000397356,0.02171913899928768
0.027547052999580046,0.03206793099980132,0.04094882099980168,0.016817818000163243
0.032509548000234645,0.02910481799972331,0.039082137000150396,0.017142151999905764
0.029809872999976506,0.030330734999552078,0.04188465800052654,0.017442217999814602
