existential,conditional,npn,question
0.025914173000273877,0.028559487000165973,0.10554592600055912,0.11639080300028581
0.014850879999357858,0.019633670000075654,0.09537501300019358,0.11065214900008868
0.016311723999933747,0.01622669600055815,0.08657237499937764,0.11227650700038794
0.015375577999293455,0.01646516500022699,0.08634329800042906,0.11188612999922043
0.015320743000302173,0.02198672400027135,0.08428920000005746,0.11307722099991224
0.014862893000099575,0.01581998899928294,0.08485574699989229,0.11520237700005964
0.013469294000060472,0.021495369000149367,0.09416934900036722,0.11561425600029906
0.013466302000779251,0.016680982999787375,0.08816165200005344,0.11295567299930553
0.012787175000084972,0.015442675000485906,0.08638114799941832,0.11035147100028553
0.018293965000339085,0.03384455700052058,0.0956295100004354,0.11478220200024225
0.0143746009998722,0.01442686300015339,0.09117440199952398,0.11011627399966528
0.01472460199966008,0.017540782999276416,0.08786088700071559,0.11174771500009228
0.01288162899982126,0.022066382999582856,0.08640854300028877,0.11146465799993166
0.01137246399957803,0.01941197399992234,0.08393971100031195,0.11054426200007583
0.01265286199941329,0.015104631999747653,0.0855931470005089,0.11047117700036324
0.0126917699999467,0.01784252200013725,0.08333245399990119,0.11450104400046257
0.012952306999977736,0.016071757000645448,0.08411381699988851,0.11878984400027548
0.01450987200041709,0.020923406000292744,0.08397624000008364,0.10971862499991403
0.014740464000169595,0.021834977000253275,0.08686541099996248,0.10827019999942422
0.014417058000617544,0.01962563599954592,0.08702350099974865,0.11089549799999077
0.013809564000439423,0.021486204999746406,0.09351684899957036,0.10933435300012206
0.01256087199999456,0.018329214000004868,0.08802553300029103,0.10884020400044392
0.01278137000008428,0.021118306999596825,0.0882118099998479,0.11467241900027147
0.013303215000632918,0.015971136999723967,0.08368542500011245,0.10825247199954902
0.012852278000536899,0.020633356999496755,0.08665169699997932,0.10975450399928377
0.01307241199992859,0.015100231999895186,0.08363768599974719,0.11700980499972502
0.013380929000049946,0.02132101699953637,0.08610091899936378,0.11872133599990775
0.012683429999924556,0.02147948499987251,0.0837822760004201,0.10919766000006348
0.014085488000091573,0.014982530000452243,0.08718573700025445,0.11138166799992177
0.01278818599985243,0.015261020999787434,0.08615163299964479,0.11558772899934411
0.015408795999974245,0.022045359000003373,0.09571089199926064,0.11671293299968966
0.012583063999954902,0.0200373320003564,0.09075754000059533,0.11776286600070307
0.013302843000019493,0.01560341200001858,0.09589333599979,0.1215330079994601
0.013568330999987666,0.01797717199951876,0.10208465799951227,0.1285598240001491
0.015036269000120228,0.02211663900015992,0.09797735099982674,0.1280669380003019
0.014011229999596253,0.023007394000160275,0.0928139759998885,0.122578366000198
0.014203484000063327,0.016317813000569004,0.09787851700002648,0.12856325299981108
0.013850282000021252,0.016880452999430418,0.09485419399970851,0.12662760100010928
0.013409230999968713,0.02280816300026345,0.09503503300038574,0.1232007340004202
0.01403186000061396,0.01761521400021593,0.09458102099961252,0.121537060999799
0.012659816000450519,0.021828134000315913,0.09146114499981195,0.12016055799995229
0.01316993700038438,0.01802852599939797,0.09290002000034292,0.11887738000041281
0.014819707999777165,0.015240481000546424,0.09155616400039435,0.1276296509995518
0.01627063999967504,0.015039509999951406,0.0927438839999013,0.12147139299941045
0.015273897999577457,0.014672186000098009,0.09306924700013042,0.1266181820001293
0.013541194000026735,0.017838525000115624,0.09580251599982148,0.11943382800018298
0.014006657000209088,0.016179303999706462,0.09364693600036844,0.12160446100006084
0.013926059999903373,0.015167277999353246,0.09093906999987666,0.120527795000271
0.012848187999225047,0.016876988999683817,0.0962387879999369,0.12404452000009769
0.013276030000270111,0.016509581999343936,0.0899966939996375,0.11919072799992136
0.015566637999654631,0.015403057000185072,0.09534397999959765,0.11751338799967925
0.013255619000119623,0.018198469000708428,0.09475980199931655,0.11810660199989798
0.01290055899971776,0.01863606200004142,0.09229250699991098,0.11875826899995445
0.012837593999392993,0.0159765869993862,0.09359389899964299,0.12151781400007167
0.012849118999838538,0.01644302400018205,0.09166677100074594,0.12049776499952713
0.013654698000209464,0.015556413999547658,0.0927461029996266,0.12118207899948175
0.014085996000176237,0.017215573000612494,0.09299475500029075,0.11932618499940872
0.013188097000238486,0.01804106200052047,0.09182334599972819,0.12153578900051798
0.012860916000136058,0.02094327400027396,0.09662348599977122,0.12004835199968511
0.014939347000108683,0.01940951100004895,0.09071215799940546,0.11814828000024136
0.014791481999964162,0.01986527400003979,0.0939995340004316,0.11997538600007829
0.013973662000353215,0.01597546799985139,0.0985223629995744,0.1171883130000424
0.013910970999859273,0.014878562999911082,0.09132633500030352,0.11856365499988897
0.012501866000093287,0.017491384000095422,0.09203271099977428,0.11766321800041624
0.014923258000635542,0.01848479300042527,0.09053869000035775,0.11859864999951242
0.010834625999450509,0.014647099999820057,0.09052314400014438,0.12007313199956116
0.012634654000066803,0.015734124000118754,0.09107658699940657,0.1194593749996784
0.014146628999696986,0.023118367999813927,0.09304389099997934,0.11915119999957824
0.013846481999280513,0.017049436999514,0.09128468299968517,0.11902330900011293
0.01359016900005372,0.01900283800023317,0.09455325399994763,0.11973475800004962
0.013247472000330163,0.016449727999315655,0.09153757700005372,0.11820343599993066
0.01466099800018128,0.014636175999839907,0.09769232899998315,0.1258806280002318
0.014853153999865754,0.017453884000133257,0.09173920400007773,0.11851133100026345
0.013478939000378887,0.016665224999997008,0.09892877399943245,0.1262255970004844
0.012354812000012316,0.016182536999622243,0.09486144600032276,0.12331302700022206
0.013012800999604224,0.018413355999655323,0.09478724000018701,0.12382569500005047
0.027761686999838275,0.017129149000538746,0.09211829800005944,0.12001110799974413
0.013491859000168915,0.014673122999738553,0.0919349970008625,0.12068611500035331
0.012195814000733662,0.016209383999921556,0.09196093600075983,0.11985977400036063
0.013178576999962388,0.014933405999727256,0.09185838100074761,0.12039787600042473
0.01402699299978849,0.01591448199997103,0.09253157100010867,0.11819793300037418
0.012088133999895945,0.015318329000365338,0.09134385500055942,0.11776539299989963
0.014907581000443315,0.01636310100002447,0.09200659799989808,0.12041729699922143
0.013220253999861598,0.016729054000279575,0.09216412200021296,0.11628894199930073
0.013869097000679176,0.02236187900052755,0.0912523200004216,0.1199455259993556
0.012842592000197328,0.016552072999729717,0.09175667699946644,0.12365075999969122
0.01458647999970708,0.015990986000360863,0.09020353500000056,0.12159478000012314
0.012554052000268712,0.01768302699929336,0.09599175899984402,0.12312832600036927
0.016019317999962368,0.015076067999871157,0.08943162000014127,0.11932932700074161
0.01311354500012385,0.015426534999278374,0.09226282200052083,0.11843997300002229
0.012772760999723687,0.016250226000011025,0.09130126199943334,0.12366531499992561
0.01229278200025874,0.015378138999949442,0.09416222300023946,0.11951251899972704
0.013225876000433345,0.015361001000201213,0.09867649900024844,0.12315576800028794
0.011885820000316016,0.0199394970004505,0.09385704299984354,0.11810067199985497
0.014760931000637356,0.014681450999887602,0.09118167399992672,0.12002697899970372
0.013233059999947727,0.01782535900019866,0.09152739899946027,0.1205591590005497
0.012657221000154095,0.022181223999723443,0.09033254299993132,0.11966118500004086
0.012874096000814461,0.015977255000507284,0.09032595899952867,0.12318425000012212
0.014631478999945102,0.02119475500057888,0.08940417200028605,0.11950881499979005
0.012783498000317195,0.015802456000528764,0.08945079799923406,0.1192828160001227
