question,npn,existential,conditional
0.12375581499964028,0.1709746999995332,0.02652502699947945,0.06108571100048721
0.11712494899984449,0.16223797400016338,0.02588294599991059,0.059534520999477536
0.11990171500019642,0.16242938100003812,0.026328713000111748,0.05293025600076362
0.11362314199959656,0.162134254999728,0.02434827300021425,0.05572361499980616
0.11517207799988682,0.1635970629995427,0.02478350599994883,0.061900153000351565
0.11665452399938658,0.1636442299995906,0.02690347399948223,0.0562272369998027
0.11482710299969767,0.16243263900014426,0.024319256000126188,0.05221046800033946
0.11564739999994345,0.16154471899972123,0.022711233999871183,0.054150222999851394
0.11510696400000597,0.16207461600060924,0.022494699000162655,0.05230749000020296
0.1185965020004005,0.16193038599976717,0.026379433999863977,0.053208782999718096
0.11618047200045112,0.16207176700027048,0.02643359600006079,0.06371781800044118
0.11462023600051907,0.16209398600040004,0.02507612799945491,0.0667572479997034
0.11510541200004809,0.1624884929997279,0.02687400200011325,0.052892540999891935
0.11368583900002704,0.16243796399976418,0.027089354999588977,0.07274322299963387
0.1144645260001198,0.16205687500041677,0.02549739500045689,0.054224901999987196
0.11429609900005744,0.16223527300007845,0.024415859999862732,0.05075408299944684
0.11329248799938796,0.16142186300021422,0.02654621900001075,0.05697951199999807
0.11599026000021695,0.1629311079996114,0.023996564999833936,0.05519805099993391
0.11495214699971257,0.164351469000394,0.0246298130005016,0.051571603000411415
0.11632246599947393,0.17230632900009368,0.02577345999998215,0.059626614000080735
0.11536301700016338,0.1626845119999416,0.021764453999821853,0.05831285499971273
0.12165807700057485,0.17502710099961405,0.025182366000080947,0.06807208900045225
0.1308819570003834,0.18316657000013947,0.026176907000262872,0.06360803700044926
0.13099351799974102,0.1839806480002153,0.02825113600010809,0.07152902600046218
0.1347277060003762,0.1863410269997985,0.023779031000231043,0.059553152000262344
0.12928887999987637,0.1810768380000809,0.025077008000153,0.0682460110001557
0.1262129709994042,0.1849833160003982,0.02823444799923891,0.05758859900015523
0.1275914100006048,0.17882580399964354,0.02705152300040936,0.05842915799985349
0.12638466299995343,0.17754276000050595,0.027079555000455002,0.061247044000083406
0.12520463700002438,0.17715160600073432,0.026676722000047448,0.05862288800017268
0.12468367099972966,0.18132333500034292,0.02337876799992955,0.06006371199964633
0.12925734799955535,0.17849483100053476,0.023411502000271867,0.06749336199936806
0.12377633800042531,0.17794599199987715,0.02773613400040631,0.06208827599948563
0.12553143900004216,0.17956378999951994,0.024663739999596146,0.05935998800032394
0.12500204400021175,0.17861183100012568,0.028119400999457866,0.06990280799982429
0.12604587999976502,0.17868552999971143,0.024124135999954888,0.06047497500003374
0.1274088309992294,0.1798908009996012,0.027949977999924158,0.06421542099997168
0.1264656430003015,0.19953725499999564,0.027140821000102733,0.05965461400046479
0.12324510100006592,0.17775289199926192,0.025774144999559212,0.05584466900018015
0.12566423699990992,0.17739136799991684,0.024797998999929405,0.058896272000311
0.12666817500030447,0.17967679299999872,0.031917589999466145,0.0656005049995656
0.12656238099953043,0.1794421020003938,0.023955775999638718,0.06879178300005151
0.12504438599989953,0.17767200999969646,0.028122949000135122,0.057937513000069885
0.12563377900005435,0.17725311600042915,0.028983499999412743,0.058839919999627455
0.12604816199927882,0.17923756099935417,0.025107956000283593,0.05970120700021653
0.1261091469996245,0.17952875299943116,0.025149244000203907,0.06233442200027639
0.12892739200015058,0.179794643000605,0.026848748999327654,0.07783673300036753
0.12508102700030577,0.17991327900017495,0.024455028000375023,0.05694729599963466
0.1275402599994777,0.18064231599964842,0.025000802999784355,0.05746581499988679
0.12716535799972917,0.18408879399976286,0.02417254000010871,0.06157046199950855
0.12981761500032007,0.17884453800070332,0.023441680999894743,0.06105113299963705
0.1256072980004319,0.17966532900027232,0.024546816000110994,0.055689779000204
0.12627261700072268,0.17872844399971655,0.025728353999511455,0.056040569999822765
0.12657585400029348,0.17860995099999855,0.02513033600007475,0.05777401599971199
0.12943236499995692,0.18431773200063617,0.025276220000705507,0.06286461899981077
0.12340166899957694,0.17851100000007136,0.02489809799953946,0.05950299200048903
0.1269964010007243,0.17734453799948824,0.024077914000372402,0.05236192100073822
0.1259003710001707,0.17797087300004932,0.0241734359997281,0.0620547059997989
0.12644218400055252,0.17937381000047026,0.02422883899998851,0.056286850000105915
0.12680390900004568,0.1794621899998674,0.0220783989998381,0.05564576000051602
0.12770788300076674,0.17858545600029174,0.027981535000435542,0.07272850299978018
0.1336374299999079,0.17932947500048613,0.02492793500005064,0.05978684300043824
0.1294838339999842,0.18127240899957542,0.02682231699964177,0.060929291999855195
0.12452859600034571,0.17690274600045086,0.028522520000478835,0.062076170000182174
0.12429069700010587,0.1787757080001029,0.0243691019995822,0.05541546400036168
0.12530624699957116,0.17921105299956253,0.02472469500025909,0.05943578999995225
0.12588557100025355,0.1799588779995247,0.02490115699947637,0.06732243799979187
0.12569187000008242,0.17633159100023477,0.026665995999792358,0.05927320699993288
0.1248389970005519,0.17680960799953027,0.02783216999978322,0.06042244300078892
0.12470501500047249,0.18786914700012858,0.024035536000155844,0.06044729599943821
0.1269077990000369,0.18093615799989493,0.023422019999998156,0.057326322000335495
0.12731950400029746,0.17876746099955199,0.03015235800012306,0.056482869000319624
0.127492994000022,0.17817869299960876,0.02322565900067275,0.06290723900019657
0.12395979699977033,0.17970035599955736,0.02365022300000419,0.07084939000014856
0.1263936109999122,0.18089434500052448,0.02876136699978815,0.059239268000055745
0.12783189299989317,0.18012363399975584,0.024852461000591575,0.061162088000855874
0.12823889999981475,0.1797436730003028,0.025214308000613528,0.056095431000358076
0.12366448600005242,0.18008613600068202,0.026684435999413836,0.05824161400050798
0.12852423699951032,0.17903413899966836,0.023275436999938393,0.08150921600008587
0.12651734499922895,0.180020427999807,0.028229428000486223,0.054388485999879777
0.12506242299969017,0.17903258499973163,0.023215226000502298,0.05767323599957308
0.125884041000063,0.1787417089999508,0.027920180999899458,0.06490420499994798
0.12199347199930344,0.17620704599994497,0.024439335000352003,0.05393572599950858
0.1279934640006104,0.179227949000051,0.023268419000487484,0.05931877799957874
0.12587083299968072,0.17879130699930101,0.02486077999947156,0.06287053000050946
0.1267828259997259,0.1799347169999237,0.025928271999873687,0.05832438800007367
0.12864424400049757,0.18312323600002856,0.023310160000619362,0.05540743700021267
0.1255577940000876,0.17788117899999634,0.024428998000075808,0.061577996999403695
0.1253683330005515,0.17897773299955588,0.02775399300026038,0.05539134599985118
0.12619101099971886,0.17875012200056517,0.02469027000006463,0.05515786699925229
0.12639392199980648,0.18948306200036313,0.026877803999923344,0.060473301999991236
0.12975183199978346,0.18125851999957376,0.024536588000046322,0.05694435599980352
0.1264901499998814,0.1786169280003378,0.02880622999964544,0.05861913199987612
0.1297103490005611,0.17880788300044514,0.032971431000078155,0.05661769800008187
0.1239516880004885,0.1792231499994159,0.02741276899996592,0.06679949699991994
0.12234267599978921,0.1781090270005734,0.023702026000137266,0.0625589109995417
0.12926874799995858,0.1801147670003047,0.034999362000235124,0.055398024000169244
0.1254520649999904,0.17881205100002262,0.023836333999497583,0.05885100300019985
0.12587629399968137,0.1785907520006731,0.027257222999651276,0.062110531000143965
0.12269843699959893,0.17813391799973033,0.023954545999913535,0.0534170399996583
