conditional,question,existential,npn
0.031144539000706573,0.028597161000107008,0.043262229999527335,0.11225145499975042
0.02594555500036222,0.018372798999735096,0.035170510999705584,0.11015025200049422
0.02625209000052564,0.017250672000045597,0.029573271999652206,0.10746436200042808
0.04009279300044,0.021178859999963606,0.03096573999937391,0.10484076099965023
0.025144936000288,0.02219507399968279,0.03701099899990368,0.10641877699981706
0.032772352999927534,0.01748492000024271,0.030879085999913514,0.1045380320001641
0.0261000039999999,0.01657296800021868,0.035678086999723746,0.10063385400007974
0.02657095299946377,0.02010972500011121,0.032864290999896184,0.10213338599987765
0.03759268500016333,0.015906124000139243,0.036122550000072806,0.10824761300045793
0.03168823899977724,0.025133563000053982,0.035890785999981745,0.10294686300039757
0.026376045999313646,0.017333916000097815,0.03087513999980729,0.10563100299987127
0.025509770999633474,0.021140515999832132,0.02883944299992436,0.10234600500007218
0.024897389999750885,0.02236488500057021,0.028729346000545775,0.1004094410000107
0.024530807000701316,0.021551640999859956,0.041256362999774865,0.10524350600007892
0.02466738900056953,0.017019261000314145,0.032333008000023256,0.11069544299971312
0.025416953999410907,0.02216104500075744,0.035684249000041746,0.10272331499982101
0.02518755399978545,0.01726692899956106,0.0327651830002651,0.10499992199947883
0.030575026999940746,0.02011002300059772,0.03398817600009352,0.10755736400005844
0.028347720000056142,0.020284660000470467,0.03468549600074766,0.10424455000065791
0.025287529999332037,0.021268948999932036,0.03251403600006597,0.1015834840000025
0.03351649899923359,0.019985979999546544,0.030644133999885526,0.09852868800044234
0.025758726999811188,0.018472429999746964,0.02860551400044642,0.10527989999991405
0.03928308800004743,0.01857449299950531,0.03539586799979588,0.10021261600013531
0.03839144399989891,0.016542897000363155,0.03330437600016012,0.10190219600008277
0.033280913999988115,0.019113510999886785,0.0371182429998953,0.10330358500050352
0.024637648999487283,0.02168133899976965,0.03452125900003011,0.09958515400012402
0.023274311000022863,0.019863338000504882,0.044941900000594615,0.10581385400018917
0.03169909000007465,0.01927384099963092,0.03115863399943919,0.09971489300005487
0.024775147000582365,0.017293572000198765,0.037155285000153526,0.10145787300007214
0.02396979300010571,0.016246676999799092,0.04159001400057605,0.10692258999915794
0.024901886000407103,0.01461214499977359,0.034651003000362834,0.09967788699941593
0.023354195000138134,0.020809249999729218,0.028987393000534212,0.10063588100001652
0.025472897000327066,0.019157036999786214,0.03886198800046259,0.10147811899969383
0.025279924000642495,0.01768564800022432,0.028262820999771066,0.10001654299958318
0.024451229999613133,0.016772746000242478,0.03375565500027733,0.10197035400051391
0.027161252000041713,0.021377441999902658,0.026317595000364236,0.0998799910003072
0.024847444999977597,0.01888979399973323,0.03148841199981689,0.10059262499999022
0.025846855999589025,0.018709238000155892,0.03263260299991089,0.10291297599997051
0.025924829999894428,0.020479246999457246,0.03431721200013271,0.10243563799940603
0.026057375999698706,0.01505632600037643,0.03293556899916439,0.11476663299981738
0.02418734700040659,0.02051192999988416,0.028962121999938972,0.10021392099952209
0.03099402999941958,0.025047657999493822,0.03220797199992376,0.10049426000023232
0.024709244000405306,0.01679109700035042,0.028670147999946494,0.1019904230006432
