conditional,question,existential,npn
0.025713469999573135,0.024930444000347052,0.02855467300014425,0.10134332399957202
0.023935825000080513,0.016359131999706733,0.02679316600006132,0.10118472799968004
0.02508582600057707,0.0220237180001277,0.03087496099942655,0.10617004499999894
0.02572210099970107,0.022730948000571516,0.03302978000010626,0.11711901899980148
0.030873243000314687,0.022847495000860363,0.03817900299964094,0.11199226200005796
0.026863510999646678,0.018148732000554446,0.03429617000074359,0.11268041800030915
0.0260605260000375,0.022492150000289257,0.05320697499973903,0.12809580300017842
0.04763452699990012,0.0173726640005043,0.03226383699984581,0.11920791600005032
0.02829934100009268,0.01860319699972024,0.037157951000153844,0.11527722099981474
0.029774646000078064,0.021018012999775237,0.036067772999558656,0.11578280300000188
0.027084213999842177,0.022856118000163406,0.031535995999547595,0.12073391600006289
0.02948661699974764,0.015450515000338783,0.035068871000476065,0.11650322800051072
0.0277447629996459,0.01968701899932057,0.029868484999497014,0.1176978160001454
0.0369305220001479,0.020830754999224155,0.027203556000131357,0.1203559249997852
0.028590778999387112,0.024640617999466485,0.05250145600075484,0.14307843999995384
0.02842242799943051,0.025217200000042794,0.04024238799956947,0.11842886700014787
0.03217451999989862,0.01730179300011514,0.029977993999636965,0.11415165200014599
0.027486001000397664,0.021697128000596422,0.04013469300025463,0.12276118099998712
0.02791326399983518,0.01936301400019147,0.03687776100014162,0.11496206900028483
0.02696048400048312,0.018939405999844894,0.03787482700045075,0.11602912100079266
0.02712298499955068,0.021641122999426443,0.03677931900074327,0.13535787700038782
0.026046658999803185,0.016951941999650444,0.028216030000294268,0.11228839200066432
0.03339932400012913,0.019274752999990596,0.03193459100020846,0.13393143200028135
0.026206478999483807,0.020382050999614876,0.03112266300013289,0.11102890500023932
0.02718359499976941,0.022449930000220775,0.034044713000184856,0.1130471509995914
0.032936132999566325,0.01657175299988012,0.02697098599946912,0.11598537700047018
0.03336456299985002,0.019603402000029746,0.035540232000130345,0.11544239599970751
0.028037191999828792,0.02288222799961659,0.027960163999523502,0.11672712900053739
0.0299633080003332,0.01996119799969165,0.03548162999959459,0.11441992199979722
0.026589890999275667,0.02252335800039873,0.040503057000023546,0.11240350099978969
0.02901245600060065,0.0347231699997792,0.03780464600004052,0.11457406399949832
0.02761530899988429,0.017156011999759357,0.03251960499983397,0.11351619700053561
0.02709528000013961,0.01843419799934054,0.037850743000490183,0.11264599000060116
0.027805704999991576,0.01924803600013547,0.029935139999906824,0.11564505099977396
0.028351580000162357,0.023271906000445597,0.03996037600063573,0.11148548199980723
0.026990430000296328,0.018935150999823236,0.031067170999449445,0.11548759099969175
0.027224523000768386,0.018023065999841492,0.0335798629994315,0.11719307200019102
0.026996437999514455,0.021839451000232657,0.03149024000049394,0.11622209600045608
0.027250819000073534,0.02335276400026487,0.029877588000090327,0.11882005000006757
0.03300679299991316,0.01905259900013334,0.03511490799974126,0.11201247600001807
0.02670343200043135,0.019453067000540614,0.025968912999815075,0.11503907799942681
0.029090685000483063,0.018289282000296225,0.034197347999906924,0.11501979199965717
0.026360660000136704,0.02278335299979517,0.035721122999348154,0.11286167299931549
0.03569248500025424,0.017280717000176082,0.03618652299974201,0.11505443700025353
0.02639031399939995,0.021441226999741048,0.027199402999940503,0.11490398099977028
0.029951088000416348,0.01925535300051706,0.03329776999999012,0.11559505199966225
0.035472320000735635,0.016823256999487057,0.0278375119996781,0.11462673799996992
0.04315719700025511,0.024847558999681496,0.035366821000025084,0.1155184070003088
0.027671154999552527,0.021363380999900983,0.03578675100015971,0.11657003900018026
0.025551368999913393,0.024979505999908724,0.030026677000023483,0.11332800299987866
0.03896046000045317,0.022352157999193878,0.032095689999550814,0.11388659100066434
0.026359830000728834,0.023912819000543095,0.031112208000195096,0.11468489100025181
0.028225713000210817,0.016697669000677706,0.035072699999545875,0.1189934740004901
0.02736779699989711,0.017697482000585296,0.04450137699950574,0.11496961100056069
0.025468582999565115,0.01986792899970169,0.026658448000489443,0.1130931520001468
0.026193292000243673,0.02220087999921816,0.030493582999952196,0.11631302699970547
0.026565668000330334,0.01804510100009793,0.025667083999906026,0.11536836200048128
