existential,question,npn,conditional
0.017844251000497025,0.033089878000282624,0.025610785999560903,0.036334440000246104
0.012388455999825965,0.03090568500010704,0.022916033999536012,0.027381478999814135
0.014073005999307497,0.02572259099997609,0.023265374999937194,0.02552569300041796
0.012644796999666141,0.021639906000018527,0.018305795999367547,0.021448638000038045
0.012099923999812745,0.021431518999634136,0.019602039999881526,0.023399157999847375
0.012407700000039767,0.021630604999700154,0.019035839999560267,0.0216355869997642
0.012126290000196605,0.020272863999707624,0.018257828000059817,0.021794817999762017
0.0125979489994279,0.020619629000066197,0.018790443000398227,0.023750557000312256
0.012226341999848955,0.02207050800006982,0.03610856599971157,0.020596915000169247
0.012478693000048224,0.020411886000147206,0.02346018699972774,0.022035686999515747
0.011992679000286444,0.022446259999924223,0.019146204000207945,0.020938937999744667
0.011279899000328442,0.02233242100010102,0.017458040000747133,0.020774515999619325
0.010102516999722866,0.028680671000074653,0.025292371000432468,0.022386196999832464
0.01056332099960855,0.024271072999908938,0.026648265000403626,0.023422686999765574
0.013022716999330441,0.02225363700017624,0.01891598400015937,0.01799793700047303
0.011115473000245402,0.030956240999330475,0.02841274499951396,0.02635439400000905
0.01218223400064744,0.02303747000041767,0.020750452999891422,0.019500893000440556
0.012189602999569615,0.026015606000328262,0.020047689999955765,0.01748263500030589
0.010128951000297093,0.02010930200049188,0.016960934000053385,0.020716715999697044
0.012326647000008961,0.02635261100022035,0.017880497999613,0.02591462300006242
0.011538404000020819,0.020147660000475298,0.019594131000303605,0.019726180000361637
0.012535987999399367,0.022791524999774992,0.017190016000313335,0.021483220999471087
0.011902427000677562,0.02464338299978408,0.01744783100002678,0.02083728399975371
0.012576425999213825,0.023686888000156614,0.017697324999971897,0.019874046000040835
0.009963385999981256,0.020560745999318897,0.01748549300009472,0.02043433000017103
0.011524071999701846,0.021216092000031495,0.018207285000244156,0.021984737999446224
0.011541978999957792,0.020293347999540856,0.017925492000358645,0.02066062999983842
0.011825630000203091,0.01877416000024823,0.019056704999456997,0.024443611000606325
0.011888372999237617,0.02591518100052781,0.018165699000746827,0.017355992999910086
0.010136615999726928,0.019550076000086847,0.01739273799921648,0.02209085699996649
0.011884925999765983,0.019377444999918225,0.0176448590000291,0.02454321599998366
0.01202374999957101,0.021812830000271788,0.0170930229996884,0.020049032000315492
0.011560316000213788,0.02153371900021739,0.017037993000485585,0.01984952700058784
0.00951716200052033,0.01872369000011531,0.0163375090005502,0.019314742000460683
0.01182907700058422,0.0200353919999543,0.016338831999746617,0.019834701999570825
0.009470461000091746,0.018924285000139207,0.018509492000703176,0.02214125599948602
0.011935307000385365,0.022242613999878813,0.016835512000398012,0.023864042999775847
0.011296549999315175,0.022148783999909938,0.017143868999482947,0.023863999999775842
0.01504652099993109,0.02460903000064718,0.01717531400026928,0.016920480000408133
0.010542832000282942,0.01859683899965603,0.017680888000541017,0.018904583000221464
0.011035186999833968,0.020200730999931693,0.016926383999816608,0.02218341200023133
0.011544881999725476,0.02123024000047735,0.017690813999251986,0.01964902300005633
0.009425831999578804,0.019039196999983687,0.015686275999541976,0.019404230999498395
0.010563817000729614,0.02123375699920871,0.022937042000194197,0.019607306000580138
0.011282163000032597,0.02092514800006029,0.016944203000093694,0.019230853999943065
0.009992010000132723,0.01965962699978263,0.016730348000237427,0.02118182499998511
0.009790131999579899,0.021111838999786414,0.0171024840001337,0.019623955000497517
0.011501350999424176,0.02036374599992996,0.017959463999432046,0.02116532800027926
0.011205325999981142,0.020194513999740593,0.016790369999398536,0.021622365999974136
0.010456561999490077,0.021080593000078807,0.018817952000063087,0.02137840999967011
0.011973441999543866,0.02090441699965595,0.01939985599983629,0.019825542999569734
0.009826699999393895,0.01910427199982223,0.01670073399964167,0.02433316799942986
0.011586419999730424,0.025032619999365124,0.02190262200019788,0.022668005999548768
0.010890697999457188,0.02048551400002907,0.01642310199986241,0.02330867099954048
0.010220707999906153,0.02053717700073321,0.016472422999868286,0.02401017300053354
0.01052847400023893,0.02105997099988599,0.016637351000099443,0.023470337999242474
0.011259732999860717,0.02064360900021711,0.015664053999898897,0.02297090499996557
0.010605631000544236,0.021112484000695986,0.016463367999676848,0.019536879000042973
0.010384455999883357,0.02039614699970116,0.017930746000274667,0.022348272000272118
0.009723993999614322,0.020124160999330343,0.01585245499973098,0.02248493299975962
0.010246245999951498,0.018204685999990033,0.01672955899994122,0.02146310500029358
