existential,question,npn,conditional
0.01074517199958791,0.01978484200026287,0.016561362999709672,0.021450336999805586
0.010864790999221441,0.01939992500047083,0.018351589999838325,0.021295095999448677
0.010654024999894318,0.020282016999772168,0.016661644999658165,0.02015731300070911
0.010279279000315,0.02024135200008459,0.016509559000041918,0.021273635999932594
0.00961661000019376,0.020717553000395128,0.016568809000091278,0.025122689999989234
0.010826775999703386,0.021551438999267702,0.019157212999743933,0.025140832999568374
0.011921221000193327,0.027897164000023622,0.015668815999561048,0.017175408999719366
0.010095406999425904,0.019059289000324497,0.015863599000113027,0.019298950999655062
0.00924367399966286,0.019276235000688757,0.015861320000112755,0.018916662000265205
0.014739874000042619,0.01941499799977464,0.015354348000073514,0.02047496700015472
0.009094083000491082,0.019120916000247234,0.016296305000651046,0.019311893999656604
0.010080924999783747,0.019677798999509832,0.015961748999870906,0.024005378999390814
0.011236468999413773,0.021603625000352622,0.01622024300013436,0.018264020999595232
0.010029453999777616,0.01981651799997053,0.015677880000112054,0.01909105200047634
0.009686496000540501,0.018331469999793626,0.015613419000146678,0.021408173999589053
0.01037055100005091,0.01928740800030937,0.016457710999929986,0.018506142000660475
0.010908445000495703,0.01993925599981594,0.016801042000224697,0.01986862400008249
0.00896206000015809,0.02064142000017455,0.0163142549999975,0.02279965500019898
0.010745843000222521,0.019472921999295068,0.015715389000433788,0.019945172999541683
0.011153971000567253,0.02059935699980997,0.01777358399976947,0.01851583500047127
0.010980227000800369,0.02003298099953099,0.017856826000752335,0.021045854000476538
0.009867550999842933,0.019213013999433315,0.016944742999839946,0.02022011000008206
0.00932558299973607,0.018860064999898896,0.01660727800026507,0.020962040000085835
0.00957961600033741,0.022474158000477473,0.02032608799981972,0.023081092000211356
0.010370085000431573,0.02080485700025747,0.016606445999968855,0.018566419999842765
0.011374280000381987,0.02531149300011748,0.016376682999180048,0.019209736000448174
0.010050287000012759,0.018424617999698967,0.018210436999652302,0.021855377000065346
0.010200188999988313,0.019828734000839177,0.01661472199975833,0.020485348999500275
0.011858566000228166,0.021083546999761893,0.016327153999554866,0.01888580600007117
0.009466020000218123,0.01787701300054323,0.01568225099981646,0.019650536999506585
0.010191149000092992,0.019025128000066616,0.021294195000336913,0.022145298999930674
0.012207373000819643,0.027525323999725515,0.017115635999289225,0.020399852999616996
0.009818253999583249,0.01991893399917899,0.016268135999780498,0.02096294799957832
0.009831544000007852,0.02017039800011844,0.017273547000513645,0.022908048999852326
0.010619665999911376,0.020258233999811637,0.017471977000241168,0.023426914000083343
0.01149541999984649,0.02293210999960138,0.016895516000658972,0.02260831999956281
0.010362717999669258,0.020203279000270413,0.016800051999780408,0.024181599999792525
0.010331764000511612,0.020448300999305502,0.01602422799987835,0.018710153000029095
0.008976127000096312,0.01955739899949549,0.016359563999685633,0.02350669400038896
