npn,conditional,existential,question
1.5969871100005548,0.43713233699963894,0.15552649900018878,0.04984210900056496
1.7046355519996723,0.4629719050008134,0.16425375400012854,0.05228428000009444
1.8074280199998611,0.4630771590000222,0.16526398899986816,0.04955099499966309
1.839067378999971,0.46892259900050703,0.18585078900014196,0.05324897000082274
1.8698687520000021,0.46351086300001043,0.16578768699946522,0.0497671929997523
1.910149024999555,0.4647215410004719,0.2236645060002047,0.05104183099956572
1.82510360499964,0.4587095409997346,0.16003571300007025,0.04927199899975676
1.8359563170006368,0.4598928360001082,0.16571564300011232,0.056543724999755796
1.9053784339994309,0.46245409499988455,0.15992949700012105,0.05279692299973249
1.9222803849997945,0.45972735899977124,0.156004734999442,0.05124592499942082
1.824156063999908,0.4581873730003281,0.16513060500074062,0.05213586699937878
1.8642093429998567,0.4794258459996854,0.16110109199962608,0.053940705999593774
1.8544782919998397,0.45954835700013064,0.15647297099985735,0.05187658700015163
1.928676285999245,0.4665948580004624,0.21276977700017596,0.053079747000083444
1.9112062310005058,0.4574076619992411,0.16107187600027828,0.05454705099964485
1.8437576989999798,0.46168801600015286,0.1715116740006124,0.05069885000011709
1.8617076789996645,0.4654071869999825,0.17124928399971395,0.05097019200002251
1.8924992499996733,0.46113704800063715,0.16110776599998644,0.05084024799998588
1.9253011279997736,0.47087892499985173,0.16763251599968498,0.049422254000091925
1.9612297739995483,0.4657013960004406,0.16498515000057523,0.050756127000568085
1.956201641000007,0.45622524699956557,0.18284191400016425,0.05025370400016982
1.6926328320005268,0.4690654549995088,0.20110057999954734,0.04972055200050818
1.722693669000364,0.46235662900016905,0.15860671500013268,0.049863989999721525
1.7201846999996633,0.4664744179999616,0.1629870260003372,0.04969380400052614
1.7084377239998503,0.4603432010007964,0.17456956899968645,0.05289757799982908
1.7363870819999647,0.4572900960001789,0.17761724200045137,0.05033737800022209
1.7074074900001506,0.45496230899971124,0.16003774199998588,0.04969550099940534
1.7140877009996984,0.4571355500002028,0.15988258800007316,0.04979040800026269
1.7045731159996649,0.453492720000213,0.15996016500048427,0.0484097019998444
1.7171210240003347,0.46234185400044225,0.20261955699970713,0.052998666999883426
1.7048171060005188,0.4545541859997684,0.1661828289998084,0.050983146999897144
1.7153380019999531,0.45249557999977696,0.16290484099954483,0.0514842350003164
1.7012486550001995,0.45265460800055735,0.17512346700004855,0.05167591400004312
1.6920978770003785,0.4593609050007217,0.17151474000002054,0.054460820000713284
1.6876730160001898,0.46323438600029476,0.17945932499969786,0.051887925999835716
1.691115704999902,0.4535668929993335,0.16444294299981266,0.051266905999909795
1.688787265999963,0.4615640930005611,0.17581704299936973,0.04851460400004726
1.6744411959998615,0.45178756499990413,0.2042533439998806,0.049939341000026616
1.7003051920000871,0.45463027699952363,0.16250220599977183,0.04924125900015497
1.6815098030001536,0.457301925000138,0.16686120699978346,0.049615060000178346
1.6977322769998864,0.4597169720000238,0.1726420569993934,0.0482758920006745
1.6979475960006312,0.460419783999896,0.15770308599985583,0.051854004000233545
1.688189911000336,0.45211508400007006,0.16750436400070612,0.04994594799973129
1.6906915479994495,0.46317167799952585,0.15429055700042227,0.04927772700011701
1.6943857940004818,0.4506103849998908,0.20272906800073542,0.049075859999902605
1.682521820999682,0.4615226289997736,0.1633573899998737,0.0489604069998677
1.6891710090003471,0.4606395640003029,0.15951607599981799,0.05261924100068427
1.6873875840001347,0.46302348599965626,0.15965005500038387,0.04980212400005257
1.692489273999854,0.45555566900020494,0.16092202400068345,0.052181305999511096
