npn,existential,conditional,question
0.04537269200045557,0.06151700999998866,0.04923710100047174,0.03218856799958303
0.0419095120005295,0.05980017499950918,0.04307160299958923,0.029534823000176402
0.038938722999773745,0.08448482099993271,0.04567158999998355,0.025057679999918037
0.038958873000410676,0.059324126000319666,0.04750373399929231,0.02423575000011624
0.03995268700055021,0.05955842500043218,0.056060457000057795,0.025756856000043626
0.040634720000525704,0.057784708000326646,0.04392874799941637,0.027383666000787343
0.039922558999933244,0.05667181599983451,0.04420573799961858,0.02500722999957361
0.04308181299984426,0.06066096500035201,0.0430265139993935,0.029675171000235423
0.038351990000592195,0.057755279000048176,0.04956922899964411,0.027652994000163744
0.05149958200036053,0.061651205999623926,0.043780658000287076,0.023104816999875766
0.03805216399996425,0.05883396699937293,0.04439208799976768,0.04222960700008116
0.041493706999972346,0.05596833599975071,0.04659265999998752,0.02423959699990519
0.038939580999795,0.05462288900071144,0.041788190999795916,0.028718217000459845
0.04561942199961777,0.07278343699999823,0.04167866799980402,0.029221021000012115
0.04092098000000988,0.05794919700019818,0.04522266299954936,0.028257764000045427
0.037632262000443006,0.05772605600031966,0.042147861000557896,0.024491424999723677
0.039305516999775136,0.057453313000223716,0.04263849900053174,0.025554380000357924
0.04472496600010345,0.06963926699972944,0.04430515500007459,0.025909087999934854
0.03796208800031309,0.06144858200059389,0.043657037999764725,0.023511653999776172
0.0379324790001192,0.05845555799987778,0.04567078799937008,0.02987303999998403
0.04013497900086804,0.05900947800000722,0.042840522000005876,0.024798864999866055
0.04064983999978722,0.05690133899952343,0.04958354400059761,0.029900831000304606
0.03942465900036041,0.0602147600002354,0.04339234500002931,0.028424379999705707
0.03969361700001173,0.06789239499994437,0.042572234000544995,0.02745904099992913
0.038578510999286664,0.05494194399943808,0.04763376899973082,0.024528534999262774
0.039221268999426684,0.05595804499989754,0.041697069000292686,0.023691272000178287
0.03895018799994432,0.057794889000433614,0.04227089899995917,0.029903397999987646
0.037096881000252324,0.06142548600018927,0.0433548350001729,0.026556287999483175
0.037320604999877105,0.06362145299954136,0.04203928300012194,0.02814870099973632
0.0387451010001314,0.05748984000001656,0.056756478999886895,0.026335513000049104
0.03995027000019036,0.06589449200055242,0.050225930999658885,0.028031357000145363
0.043879337000362284,0.06552856599955703,0.049770180999985314,0.03227553499982605
