npn,existential,question,conditional
0.14974632400000587,0.02716278900001612,0.08721825300000319,0.04085587999998097
0.13882637599999725,0.019523081000016873,0.07897585300000287,0.051227968000006285
0.15307031199998278,0.023230635999993865,0.090068739000003,0.04656831099998726
0.1442407070000229,0.023315410999998676,0.08581439700000715,0.03174183699999844
0.1388513240000009,0.021291058999992174,0.08429395300001374,0.03617561300001171
0.13845878000000766,0.017549013999996532,0.07744395600002463,0.03150583799998685
0.13837070099998527,0.018526421999979448,0.08542745700000864,0.036867440000008855
0.1425291429999902,0.018226623000003883,0.07590153700002134,0.03176472399999852
0.13877217900000005,0.01820803199998977,0.08540779500000895,0.03633738799999264
0.14537248400000635,0.017652769999983775,0.08059623100001545,0.03617248699998754
0.14022387800000047,0.017847154999998338,0.07682467700001894,0.0313452899999902
0.1374478799999963,0.020129001000015023,0.08466374900001483,0.030601614000005384
0.13810974800000508,0.018290809999996327,0.0762647199999833,0.03202252600001998
0.1410800639999934,0.018340226999981724,0.0818491169999902,0.03660552900001335
0.13836856100002137,0.018199723999998696,0.07565201200000615,0.03186610800000267
0.13955256200000576,0.01885749399997394,0.07726669300001276,0.03524200900000096
0.1381120069999895,0.01743789500000048,0.0805534810000097,0.03858963199999721
0.138129049000014,0.018097175000008292,0.07860462200000029,0.04192542100000196
0.14658755299998916,0.024083272000012812,0.07625132000001145,0.032983537999996315
0.13848114300000702,0.01843381200001204,0.07461163699997542,0.032230316999999786
0.1443175710000162,0.01860674899998571,0.07968981499999472,0.03497709300000906
0.13927531600000975,0.018542380000013736,0.07734275499998944,0.03585930100001633
0.1400121560000116,0.018426820999991378,0.07648480700001414,0.031214931999983264
0.13733750500000497,0.018557662000006303,0.07733255100001202,0.0323795959999984
0.13892462699999442,0.018514753000005157,0.07477298100002372,0.03072431499998629
0.13927344600000424,0.026032470000018293,0.07557277699999077,0.039651766999980964
0.13670635100001505,0.018123386000013397,0.0782789179999952,0.03397089899999628
0.13694729000002326,0.01813245599998936,0.07466231200001516,0.03127812600001789
0.1369510009999999,0.018513608000006343,0.07626552099998207,0.04189639099999454
0.14169529699998407,0.01859894000000395,0.07636949100000834,0.04057618699999921
0.14316021199999795,0.018394082000014578,0.07954308900002616,0.03264963500001272
0.1549335640000038,0.01975348900000995,0.0872249399999987,0.03466943499998365
0.15698501099998907,0.019431193000002622,0.09157888200002162,0.03396680900002025
0.15240690199999563,0.01905585699998369,0.08603279099997962,0.0347473530000002
0.16385884900000747,0.019867296000001033,0.08587790999999356,0.04143967500002077
0.150164583999981,0.019395338999999012,0.08207583099999738,0.035249391999997215
0.1514824820000058,0.02072664599998575,0.0818764509999994,0.0331536349999908
0.15417702100000952,0.024819769000004044,0.08937016400000175,0.03214914700001259
0.1510755619999884,0.02485673999998994,0.08236645100001283,0.03358842500000492
0.1508163530000104,0.018891375999999127,0.08933752700002628,0.04943052099997658
0.1507365790000108,0.02517183899999509,0.08110541599998555,0.03453836500000307
0.1510467989999995,0.01950614199998313,0.08164976500000876,0.042790789000008544
0.14874043099999312,0.01838517000001616,0.08023896499997818,0.03848008900001787
0.15120531100001244,0.018080768000004355,0.08397345200000927,0.03838083799999481
0.15103759100000502,0.020939123999994536,0.08208686100002183,0.038944738999987294
0.15175219299999299,0.018978470999996944,0.08040492200001381,0.035390618999997514
0.15107801199999926,0.018518562999986443,0.08090504000000465,0.03418592300002388
0.1519197879999865,0.01902238899998565,0.08459337299998992,0.033857941999997365
0.15249395700001855,0.019740612000020974,0.08095060499999818,0.033656400000012354
0.155012720000002,0.02544102999999609,0.07922561800000949,0.03288724799998022
0.15146052999998005,0.024433840000000373,0.07913700099999232,0.038252731999989464
0.14972964500000785,0.01903714600001649,0.08113377099999752,0.0334732860000031
0.153795338000009,0.019311307999998917,0.08107590299999856,0.035787843999997904
