npn,existential,conditional,question
14.942878260000725,14.907912955000938,15.106301836000057,15.320953690999886
15.090582300996175,14.982122874003835,15.000513484999829,15.446780785998271
15.005215342003794,14.883464974001981,15.098295549003524,15.278619733995583
15.026031036002678,15.001896036999824,15.027685996996297,15.30220717699558
15.121308854002564,14.950639621994924,15.028217049002706,15.28000005800277
15.024459055995976,14.914830248002545,15.182327212998644,15.256461356999353
15.00242137099849,14.959410777002631,15.04656513500231,15.304202916006034
15.081582699000137,14.892488951001724,15.116361924003286,15.264607714001613
14.991757486001006,14.884215843994753,15.202070343999367,15.28133084699948
15.100117971996951,14.851201901998138,15.056279577998794,15.35769313799392
15.034609784997883,15.055645674998232,15.050435488999938,15.355098330001056
15.1113068880004,14.978355635001208,15.056618178998178,15.349657965998631
15.323853835005139,15.177243325997551,15.06103503399936,15.24183901699871
14.981676353003422,14.75852142200165,15.021958641998935,15.306581247001304
15.016575503999775,15.012760015997628,15.017789489000279,15.572893532000307
15.111892071996408,14.983656593001797,15.101077212995733,15.525761830998817
15.03494423200027,14.838775354997779,15.071115369995823,15.33209358699969
15.033707622998918,14.978305333999742,15.014985585999966,15.387903800001368
15.065573482999753,14.961023074996774,14.987620695996156,15.347872758997255
15.102390312000352,14.968876698003442,15.047460914000112,15.2904257889968
14.997275508998428,14.988085536999279,15.010855225998966,15.279173561997595
15.034289196999453,14.95528889400157,14.946889988001203,15.350978695001686
14.959220090997405,14.940731604998291,15.042828861995076,15.370739729005436
15.019291125005111,14.884869797999272,14.96234802199615,15.254496034998738
15.184487476995855,14.919733429996995,15.015783356997417,15.316236767997907
15.126986445997318,14.950902807999228,15.221911977998388,15.293939899995166
15.194327143006376,15.02911949299596,15.092191178999201,15.307279949003714
15.018138295999961,14.89026192700112,14.99375901500025,15.22944426900358
14.934021176995884,14.888386646998697,14.991500213000108,15.252496892004274
15.04101405399706,14.96938668400253,15.070492545004527,15.310628760002146
14.998481785994954,14.880364548000216,15.06467976100248,15.37688926300325
15.090749928996956,14.872678553001606,15.077048605999153,15.253119603999949
14.981383985999855,14.909594402000948,14.959012411003641,15.331381931995566
15.046387762995437,14.845114424999338,14.914551459994982,15.335209397999279
14.997845755999151,14.994361664997996,15.002173258006223,15.232337592002295
15.07674915700045,14.95104013299715,14.992067585000768,15.316752915998222
15.293355704001442,14.949399910001375,15.098096771995188,15.248866866000753
15.0749001639997,14.940099405997898,15.122299195005326,15.309240178998152
15.102501436995226,14.873573238000972,15.024110237995046,15.227478781001992
15.104875443998026,15.117996328997833,15.008271960999991,15.538794793996203
14.958516286002123,14.997494853996614,14.994228464995103,15.272773413998948
14.97067649300152,15.056302053999389,15.128446896000241,15.295213235003757
15.102064997001435,14.921472727997752,15.169590107994736,15.357594707005774
14.9701358980019,15.012769220003975,15.058486480003921,15.302090700002736
14.997172793999198,14.955746744999487,15.053193849998934,15.364363530003175
15.144588483002735,14.876005677993817,14.992544781998731,15.217542849997699
15.044997747994785,15.03880601200217,15.025200122996466,15.489838726003654
15.10455486799765,14.899322192002728,15.107602505995601,15.347690819995478
15.048119770995982,14.875238446002186,15.055557713996677,15.483288171999448
15.153516263999336,14.977450362006493,15.08796386600443,15.25670596499549
15.06030803500471,14.97354385899962,14.982673400001659,15.31535286000144
15.045747151998512,14.946420023996325,15.007626817998243,15.38865128299949
15.039290054999583,14.96573715699924,14.954218605002097,15.352598880999722
14.94436297199718,14.851451208000071,15.223192808000022,15.33204656199814
15.040359299004194,15.22642068999994,15.177332090999698,15.29404669500218
15.116602695998154,15.050981715001399,15.081284627995046,15.473892363996129
15.058177157996397,14.998678201001894,15.256500812000013,15.426589665999927
15.016503484999703,14.993215713002428,14.94834679300402,15.332508495994261
14.99846221700136,14.872667504001583,15.075202849999187,15.447397190000629
15.056051744999422,14.885423286999867,14.98276408399397,15.561429476998455
14.998192676001054,14.979390849999618,15.046491569999489,15.241087736001646
15.01269875199796,15.07129887300107,15.047031950001838,15.378657622000901
15.073776883000392,14.883565855998313,15.040454611000314,15.359200262995728
15.026186850001977,14.954216523001378,15.039792369003408,15.343711123001412
15.101227801002096,14.894243849994382,14.98244376599905,15.461889163998421
15.049903413993889,14.99931721699977,14.984614113003772,15.446885388002556
15.053027015004773,14.95833066799969,15.249835536000319,15.231589962000726
15.040973039001983,14.954114965999906,15.098347350001859,15.501891886000521
14.996797326995875,15.029939385000034,15.045210158001282,15.340376132000529
14.964627811001264,15.034010361006949,15.040575063998403,15.233418353003799
15.009750501005328,14.894404154001677,15.256313357000181,15.34629619000043
15.096485351998126,14.972498928000277,15.00624541399884,15.35148754400143
14.927448722999543,14.909770144993672,15.070762969997304,15.45471453400387
14.922320368998044,14.983470942999702,15.083282286999747,15.312773915000434
14.974120244005462,14.86819269300031,14.972650449002685,15.256862037997053
14.987836763000814,14.883875553998223,15.008134657997289,15.358767820005596
15.117109894999885,15.185954435000895,15.020428056996025,15.291465941001661
15.103542511998967,14.939907749998383,15.09541686400189,15.25555718599935
14.987030876000063,14.92940909400204,15.008339376996446,15.224916808998387
14.973385467004846,14.931866202001402,15.093696542004182,15.255971054000838
14.964563802997873,14.910671157005709,15.001705561997369,15.319325608004874
15.015632720002031,14.895535816998745,15.257999825000297,15.232987613999285
15.064454480998393,14.939634206006303,15.13697084600426,15.36384686800011
14.954731433004781,14.952163443005702,14.945753150997916,15.350031631998718
15.081645536003634,14.986791600000288,15.052621132999775,15.508005818999663
15.02003097999841,15.015952818997903,15.058074149994354,15.32926407999912
15.006408026005374,15.03381161300058,15.00455709599919,15.330238834001648
15.23462428899802,14.877309784998943,15.081880403995456,15.337582831998589
14.948574531001213,14.935467034003523,14.969101798000338,15.362610656004108
15.093629014001635,15.004784263997863,15.053175231994828,15.255092605002574
15.1093224369979,14.921954835997894,14.990292556998611,15.27655591200164
15.044435890995373,14.946728768001776,14.988904592995823,15.266549464999116
15.019255411003542,15.006703897000989,14.92989111499628,15.185915811001905
15.011834757999168,14.877877965998778,14.977735877000669,15.280145570002787
14.976034180996066,14.886486851006339,15.24856528899545,15.360496538000007
15.021467596001457,14.986849663997418,14.983256755003822,15.457484541999293
15.084987513997476,14.944742192994454,15.098316334995616,15.38704608700209
15.016722676002246,15.000266979004664,15.030273502001364,15.276471099998162
15.135810405001394,15.017020921994117,14.961549587002082,15.334279205999337
15.068481458998576,14.857214902003761,15.0475134790031,15.210178717999952
