conditional,npn,existential,question
0.034686633999996275,0.18165922400001477,0.024176567000012028,0.430315601999979
0.026578119999982164,0.18281450399999244,0.02021907400001055,0.40547180699999785
0.020188837999995712,0.17611447799998814,0.02245487700000126,0.4207807410000157
0.022100480999995398,0.17571699999999169,0.018166534000016554,0.4155367500000011
0.023050183000009383,0.17648651199999676,0.02320540100001267,0.40903171799999427
0.019534148999980516,0.18687967299999286,0.019399480999993557,0.4058149499999786
0.020462438000009797,0.1731690680000213,0.019948902999999518,0.405173695000002
0.019415423999987524,0.1822895829999993,0.022696559999985766,0.4032930089999809
0.018510020999997323,0.17651365900002247,0.020570483000000195,0.40316263899998717
0.023936602000020457,0.1846462559999793,0.02036835999999198,0.42520206099999314
0.02008916999997723,0.1893141079999907,0.01939204399999994,0.4452360880000015
0.031149526999996624,0.19768214999999145,0.019553083000005245,0.4504385730000138
0.028678763999977264,0.18864587199999505,0.019103860000001305,0.44597749100000783
0.027786654000010458,0.18908850500000085,0.020071247999993602,0.44275992799998676
0.02113807099999576,0.18789996300000666,0.019996934999994664,0.44684491700002127
0.02039318300001014,0.1884976079999774,0.02170821699999692,0.44618031800001745
0.019870411999988846,0.1918654239999853,0.020144826000006333,0.44551811300001987
0.024032602000005454,0.1921443929999782,0.022483553999990136,0.4537804539999968
0.02370772399999055,0.19203844400001913,0.02109110000000669,0.45267076000001794
0.024277952000005598,0.19614926200000582,0.020500529999992523,0.4472949169999936
0.01850257300000635,0.19058690399998568,0.02061022099999832,0.44120420299998386
0.02074495599998727,0.18941955699997948,0.02021986500000139,0.4492541629999778
0.021236182000023973,0.19734957599999348,0.019393239999999423,0.4394250020000072
0.026924826999987772,0.1870972810000069,0.016881697000002305,0.46638065900000925
0.01995396300000607,0.19018933499998525,0.01966043400000217,0.4415320530000031
0.02037389899999198,0.1865084210000134,0.020417205000001104,0.43636117299999455
0.020043967000020757,0.18894963200000348,0.02367637599999739,0.4372351240000114
0.020032579000002215,0.18389587400000096,0.022177645999988727,0.44600321300001156
0.019904878999994935,0.18926795899997728,0.02061144599997533,0.448132596999983
0.02186015000000907,0.1870915620000062,0.02040200199999731,0.43905123199999707
0.02009679500000061,0.18872387600001161,0.02186789300000669,0.4432733179999957
0.02963141899999755,0.18647285099999067,0.01775021699998547,0.437507461999985
0.020622145000004366,0.18903870799999822,0.019271697999982962,0.4386997210000061
0.018857615000001715,0.19158334799999466,0.018622106999998778,0.4427634580000017
0.029398415999992267,0.18785824799999773,0.019700373000006266,0.4457531010000082
0.02686398899999176,0.1870275750000019,0.01757207599999333,0.4392608960000075
0.023824655999987954,0.1865471449999916,0.02004189500001985,0.4425936750000119
0.02080568299999186,0.18868419300000028,0.018772724000001517,0.4454501710000045
0.02316202699998371,0.18724176999998576,0.019639992000008988,0.4407371009999963
0.026578232000019852,0.18738517100001673,0.020929899999998725,0.4443333979999977
0.02031926899999803,0.18918411900000365,0.024486207000023796,0.4415493030000164
0.018562016000004178,0.18807081099998868,0.023401312999993706,0.4359711559999937
0.020475183999991486,0.19008776800001215,0.021248162000006232,0.43628973799999926
0.025701815000019224,0.18261250199998358,0.02128823300000704,0.46741839699998877
0.02034359000001018,0.18953195499997832,0.020493514999998297,0.44222669000001247
0.02607186100001968,0.18385676299999432,0.02861140000001683,0.4417655169999932
0.022678164000012657,0.18803868099999477,0.020152019999983395,0.4395817740000041
0.018864527999994607,0.18809565200001543,0.01928011100000049,0.4356234299999926
0.019835033999981988,0.18307955399998832,0.020111728000017592,0.43847495700001105
0.019832750000006172,0.18917659100000606,0.019531428999982836,0.4411313850000056
0.021652462999981026,0.18934769899999537,0.016928247000009833,0.43988298099998246
0.024249255000000858,0.1891967440000144,0.017892353999997113,0.4370525660000055
0.020127630000018826,0.185741959000012,0.017823173000010684,0.43794573799999625
0.025449395000009645,0.19062700099999574,0.02200403999998457,0.4401726549999978
0.020227647000012894,0.18737715100002106,0.018007549000003564,0.44093924399999196
0.023010632999984182,0.1847835380000049,0.01996429299998681,0.4386261569999874
0.020261441999991803,0.18965717699998663,0.019669420000013815,0.43502729700000486
0.020430121000003965,0.18360886199999982,0.0217938110000091,0.4378848899999923
0.019528463999989754,0.18593582999997693,0.018074995999995735,0.4386644940000224
0.019040962999980593,0.18411852500000236,0.023261020999996163,0.43630698800001255
0.019755915999979834,0.18782106399999066,0.017717249999975593,0.4507179400000041
0.020285819000008587,0.18611211400002503,0.019945634000009704,0.43675906599997916
0.022181659000011678,0.19015115900000978,0.02058138099999951,0.4440667469999937
0.019887384000014663,0.18826279199998908,0.017993619000009176,0.4488068539999972
0.018805775000004132,0.19194645799998966,0.02338420099999894,0.44426642599998445
0.02439266799999018,0.19037904800001115,0.01973652399999537,0.4361270879999779
0.020599575000005643,0.19123644500001546,0.017837579000001824,0.4477305480000098
0.019887385999993512,0.19365640300000564,0.01828440200000614,0.4375844470000061
0.0201954599999965,0.18300504000001183,0.02077918099999465,0.4375926000000163
0.02526717899999653,0.18956057899998768,0.022775155000005043,0.44027721899999506
0.021851513000001432,0.19739186800001107,0.02076628599999708,0.4372711390000177
0.019816762999994353,0.18399392799997827,0.019617331999995713,0.43524495899998783
0.023495319000005566,0.18475255799998536,0.017796946000004255,0.4350592440000014
0.022300328000000036,0.18497469300001512,0.01715191699997831,0.45001879099999087
0.02129110600000672,0.18750947300000576,0.020022385000004306,0.44099251399998707
0.020346904999996696,0.18785175599998638,0.020295544999981985,0.4371435220000137
0.020779113000003235,0.18859493400000815,0.018287042999986625,0.4461959140000147
0.0250585739999849,0.1845594060000053,0.019808831000005966,0.44064840400000094
0.020619988999982297,0.1901127290000204,0.025219334000013305,0.4352083150000112
0.020266896999999062,0.18917156399999158,0.017901809999983698,0.4425910220000162
0.026483158999980105,0.1880568500000095,0.020997278000010056,0.4404202839999982
0.024293127000021286,0.19058485499999733,0.020881414999990966,0.4378530019999971
0.024689162000015585,0.1850143590000073,0.01984838700002456,0.4392101760000173
0.024021193000010044,0.18789429000000268,0.01843690100000117,0.4383751430000018
0.026536340999996355,0.18568963999999255,0.01973289500000419,0.4373891310000033
0.019421343000004754,0.18611234799999465,0.01944866400000933,0.4433750959999827
0.020045374000005722,0.18784097199997518,0.01745544899998208,0.4355227270000057
0.01987709400000881,0.18775928100001238,0.01973040400000059,0.4477510580000228
0.021393208000006325,0.186263877000016,0.018417235000015353,0.4417033869999898
0.02055005400001164,0.18604860599998574,0.018251781000003575,0.4575060739999799
0.01958221099999946,0.18944034599999782,0.017718293000001495,0.4454319380000129
0.020164702000016632,0.18765727100000618,0.018216965999982904,0.44406465200000866
0.02503301699999838,0.1850501270000109,0.022602629999994406,0.4367268209999793
0.019926357999992206,0.1906795860000159,0.01902101700000003,0.4459530450000102
0.019947981999990816,0.18388298200000008,0.017641887999985784,0.4428758939999966
0.01861149100000148,0.1871808440000109,0.017842159000025504,0.4457954789999974
0.019630846000012525,0.18586858399999073,0.01874750799998992,0.43906707400000755
0.026038155000009056,0.18502474000001712,0.016964724000018805,0.45137519600001497
0.019465586000023904,0.19053313399999183,0.021292047000002867,0.4410836640000184
0.02838697000001389,0.19020519299999705,0.019472720000010213,0.43910710500000505
