conditional,npn,question,existential
0.024855976999788254,0.07583158200031903,0.01985329799936153,0.02557045600042329
0.028279354000005696,0.06476390899933904,0.01900372900036018,0.024350159000277927
0.025516115000755235,0.06465498299985484,0.013984424000227591,0.015727958999377734
0.018617650999658508,0.06697496400011005,0.01608729100007622,0.019253265999395808
0.018560583999715163,0.07130283500009682,0.017832460000136052,0.02140506900013861
0.02991226199992525,0.06691508299991256,0.016592745999332692,0.02727744999992865
0.023982210000212945,0.0746972420001839,0.014089534000049753,0.014985992999754671
0.017398685000443948,0.0760004960002334,0.016935775999627367,0.01421243900040281
0.017459245000281953,0.06281045400010044,0.014552794999872276,0.015434346999427362
0.022910170000614016,0.0804433989997051,0.01700615900062985,0.022870753000461264
0.03238335799960623,0.06512420499984728,0.01640911899994535,0.01682448000065051
0.021605843000543246,0.07016440499955934,0.014728277000358503,0.02111531599985028
0.020586454999829584,0.06507342199984123,0.016435602999990806,0.014746951000233821
0.017672529999799735,0.06417293600043195,0.013993857000059506,0.01706166399981157
0.02173404000041046,0.06247632799932035,0.017476480999903288,0.017461555999943812
0.01817752799979644,0.06442681800035643,0.01566015200023685,0.01568887299981725
0.017428199000278255,0.06144854099966324,0.014540408999891952,0.021568287999798486
0.026296125000044412,0.06585752499995579,0.015145284999562136,0.023573215000396885
0.04981215099996916,0.07027427599950897,0.01593208299982507,0.016066762000264134
0.01951986299991404,0.06413192799936951,0.015885707999586884,0.01492862699979014
0.02391781899950729,0.070100562999869,0.014403160000256321,0.014455808999628061
0.01797740299934958,0.0638334159993974,0.014341445000354724,0.01787130199954845
0.021296459000041068,0.06652931200005696,0.015365094000117097,0.01554263600064587
0.023667445000683074,0.06973964999997406,0.013559218999944278,0.014972133999435755
0.023084856999957992,0.0704319710002892,0.013736277999669255,0.014464566000242485
0.01964640300047904,0.0618296669999836,0.01368175599964161,0.01893311999992875
0.022311792999971658,0.07077621499956877,0.013608937999379123,0.014833647999694222
0.015591567000228679,0.062067840000054275,0.01359656000022369,0.021430955000141694
0.02095912499953556,0.06267756599936547,0.013724163000006229,0.014660105000075419
0.022762970000258065,0.06692747299985058,0.0158420230000047,0.020134604000304535
0.02504000199951406,0.06391509200057044,0.012985520000256656,0.014690265999888652
0.016771688000517315,0.0626356279999527,0.013933092999650398,0.014475878999292036
0.017859759000202757,0.06594378899990261,0.014414747999580868,0.014740535000782984
0.01697321000028751,0.06641215599938732,0.013332985000488407,0.017787818999750016
0.02179881000029127,0.06963818900021579,0.014296903999820643,0.015355296000052476
0.017859820000012405,0.06246468800054572,0.013832128000103694,0.014132642000731721
0.016679631999977573,0.061913834999359096,0.013367771999583056,0.014508200999443943
0.023389293999571237,0.06662817199958226,0.01994238099996437,0.02020587599963619
0.01852517400038778,0.06397706300049322,0.01275272800012317,0.021457086000737036
0.02085685099973489,0.06345008500011318,0.01619493800080818,0.018426771000122244
0.020211651999488822,0.06689593800001603,0.013101466000080109,0.014530045999890717
0.018533794000177295,0.061700860999735596,0.015896541999609326,0.013574931000221113
0.01767913099956786,0.06176237299951026,0.013541690000238304,0.01454803699925833
0.016011873000024934,0.06177738099995622,0.01305602499996894,0.014758833999621856
0.022947290999582037,0.06369689900020603,0.01389603499956138,0.014800216000367072
0.02343408799970348,0.061986846999388945,0.02057008300016605,0.020362146000479697
0.023427845000696834,0.0629377929999464,0.013753270000051998,0.014307219000329496
0.024522173999685037,0.062173041999812995,0.013133477999872412,0.015467973000340862
0.023488863999773457,0.06317946699982713,0.012046224000187067,0.01323557100022299
0.02541685799951665,0.06132787499973347,0.014332652000121016,0.01335320300040621
0.02583610100009537,0.06152487200051837,0.01384939299987309,0.014157886000248254
0.01657863600030396,0.06217204199947446,0.012939156000356888,0.015146757000366051
0.016537787000743265,0.062240720999398036,0.014090300000134448,0.018158935999963433
0.031084694000128366,0.06278663100056292,0.014505150000331923,0.021694078000109585
0.01843839599951025,0.06173150499944313,0.013781800999822735,0.01548233099947538
0.020036040999912075,0.06324249699991924,0.013972501999887754,0.020505071000116004
0.018394562999674235,0.06232327300040197,0.01394892699954653,0.015372510999441147
0.030639247000181058,0.06273970099937287,0.013733833000515006,0.014649954999185866
0.016184678000172426,0.061074324999935925,0.013036413999543583,0.013271482999698492
0.02017426299971703,0.06343524199928652,0.01285367399941606,0.014143047999823466
0.01716005199978099,0.06127731699962169,0.01567895900006988,0.015207516000373289
0.020789498999874922,0.0633941149999373,0.02706559299986111,0.020515698000053817
0.018521559999499004,0.06082785299986426,0.012102562999643851,0.01564221999979054
0.02448073000050499,0.06299391199991078,0.013095698999677552,0.014958281999497558
0.022167244000229402,0.06159053500050504,0.015778274999320274,0.021497288000318804
0.019323831000292557,0.06168904600053793,0.013840319000337331,0.014704842999890388
0.016704075999768975,0.06150023099962709,0.014004800000293471,0.013993495000249823
0.025922539999555738,0.06284659399989323,0.013593812999715738,0.014774584999940998
0.017590225000276405,0.06213346700042166,0.014092508999965503,0.014456650000283844
0.025195920999976806,0.06212642300033622,0.013569640999776311,0.020810128000448458
0.019855325000207813,0.06081752600039181,0.011493558000438497,0.013193758999477723
0.016937949999373814,0.06134522000047582,0.013835963999554224,0.015300731999559503
0.025588505999621702,0.062122751000060816,0.013946371000201907,0.014831881000645808
0.025962468000216177,0.06142754800021066,0.01341874599984294,0.021315031000085582
0.020064184999682766,0.06372403699970164,0.014742119999937131,0.014245197000491316
