conditional,npn,question,existential
0.02505241400012892,0.061177038999630895,0.013287404000038805,0.015483338000194635
0.01658648099964921,0.061095545000171114,0.014169375999699696,0.016316941000695806
0.02076762599972426,0.061329791999924055,0.013523558999622765,0.014184396999553428
0.015770963999784726,0.06318892700073775,0.013446314000248094,0.01443278700025985
0.017647326999394863,0.061972639000487106,0.015460655000424595,0.014398295000319195
0.022259078999923076,0.06186744099977659,0.013854234999598702,0.017391445999237476
0.021817246999489726,0.06164105500010919,0.013253075000648096,0.014699387000291608
0.023197243000140588,0.06223414199939725,0.013528483000300184,0.015230879000228015
0.022760629000003973,0.06194970199976524,0.013553742999647511,0.0142179810000016
0.015743340999506472,0.06207492299927253,0.014743288000317989,0.023210633999951824
0.016874902000381553,0.06169582900020032,0.013403105000179494,0.013169570999707503
0.024325446000148077,0.07209366799997952,0.013870335000319756,0.01279827700000169
0.024220693000643223,0.061818291999770736,0.012940126000103191,0.01475620400015032
0.016103664999718603,0.06301914400046371,0.014239013999940653,0.017076025999813282
0.02130404899980931,0.06618541300031211,0.016967202999694564,0.019063259000176913
0.028067250999811222,0.06306631400002516,0.015779371999997238,0.021327174000361993
0.018554300999312545,0.06364248600038991,0.013662487000146939,0.014889486999891233
0.01848083100048825,0.0645103309998376,0.016016664999369823,0.013224736999291054
0.023162819999924977,0.06831141899965587,0.013154199000382505,0.020631852999940747
0.017331729000034102,0.06460690199946839,0.013904654999350896,0.021157998000489897
0.020211850000123377,0.06752932000017609,0.014030108999577351,0.015990297000826104
0.02322796200041921,0.0643237059994135,0.016296556000270357,0.014010148999659577
0.022599856000852014,0.06717017599930841,0.014043969999875117,0.0213570060004713
0.02024605399947177,0.06494429900067189,0.015163953999945079,0.017609750999326934
0.028411504000359855,0.06645899699924485,0.01414347199988697,0.014890362999722129
