conditional,question,existential,npn
0.10369823899964103,0.021597242997813737,0.053917233999527525,0.5323701000015717
0.1128681919981318,0.024676091998117045,0.05569162399842753,0.5649672010003997
0.10043038199728471,0.021929542999714613,0.05159413199726259,0.5234683819981001
0.10160309200000484,0.023196637001092313,0.053273457000614144,0.48599770099826856
0.09442876300090575,0.016856230002304073,0.04980870600047638,0.4990293279988691
0.10340089400051511,0.017946938998647965,0.047160015998088056,0.5387797109979147
0.104911580998305,0.020469412997044856,0.05178472899933695,0.4974349650001386
0.10164074499698472,0.019806436001090333,0.0435458430001745,0.5012250079998921
0.10016269100015052,0.016985761998512316,0.05475389799903496,0.5246721069997875
0.09898630200041225,0.01610938699741382,0.04887844000040786,0.48552482500235783
0.10067641100249602,0.020960394998837728,0.05095479599913233,0.48346036300063133
0.09757008900123765,0.016122819997690385,0.04384848199697444,0.4833981429983396
0.09624319700014894,0.016388799998821924,0.04433410500132595,0.4939509710020502
0.09505246300250292,0.02302879999842844,0.0473640809977951,0.47829603599893744
0.09542171900102403,0.015377587998955278,0.04280053900220082,0.4823005670004932
0.09669510799722048,0.017392557001585374,0.04992771400065976,0.4869635630020639
0.09577277099742787,0.014112857999862172,0.05144893100077752,0.4909453839973139
0.09562483400077326,0.019654979998449562,0.05787258900090819,0.4829083789991273
0.09783858599985251,0.036939710000297055,0.04669394800293958,0.48672487999647274
0.09603954900012468,0.017176957000629045,0.04864268000164884,0.48523400299745845
0.09514374799982761,0.019660515998111805,0.05977017599798273,0.4975499120009772
0.09632318500007386,0.01948589799940237,0.05135651899763616,0.48331241499909083
0.09867383800155949,0.017112726000050316,0.047688417998870136,0.48274101599963615
0.0981235059989558,0.01975817700076732,0.04323242999817012,0.48877411400098936
0.09463079000124708,0.01885201299955952,0.046636431998194894,0.4781164689993602
0.09477166600117926,0.0160090270001092,0.052675680999527685,0.48772492700300063
0.0952010760011035,0.015789645000040764,0.051300302999152336,0.4854167840021546
0.09463673500067671,0.015768327997648157,0.0522324480007228,0.4840724829991814
0.09587688799729222,0.0194320209993748,0.04638467800032231,0.47839992700028233
0.09410204300002079,0.015072204001626233,0.050339460001850966,0.47801194899875554
0.09428178599773673,0.018146074002288515,0.05704872500064084,0.4802435970013903
0.09621535500264145,0.016094012000394287,0.04631786399841076,0.4895213439995132
