existential,npn,question,conditional
0.29604278199985856,1.4467458569997689,0.71042846400087,0.7783211189998838
0.29684425400046166,1.414490671000749,0.6740198669995152,0.7796868349996657
0.3104717470014293,1.4105388579991995,0.6706052989993623,0.7730830249984137
0.2913063730011345,1.4104298879992712,0.6865860380003141,0.7777106880002975
0.29958967700076755,1.4114341710010194,0.6755467919992952,0.7714252090008813
0.3032088919990201,1.4012692979995336,0.6678581509986543,0.7720861670004524
0.3769509619996825,1.4344853229995351,0.67049267999937,0.7732771239989233
0.29430186500030686,1.4731695350001246,0.6971020080000017,0.7832731139988027
0.29580732099930174,1.4786664089988335,0.7015217839998513,0.8177104980004515
0.30126755600031174,1.4616446170002746,0.6900395230004506,0.789360045999274
0.3139003310006956,1.4386212459994567,0.6919903519992658,0.7918530419992749
0.3101017999997566,1.4566242920009245,0.6829706830012583,0.7722095639983309
0.3339856270013115,1.4572455439993064,0.6859705120004946,0.7876613389998965
0.3122620489994006,1.410522387999663,0.6687640140007716,0.7761522470009368
0.36922453100123676,1.405981210000391,0.6723349109997798,0.7734642310006166
0.3007511030009482,1.443262789000073,0.6882435730003635,0.8112803180010815
0.3317342190002819,1.4269458729995677,0.6819502679991274,0.7966092139995453
0.3137735939999402,1.452286178999202,0.6819552169999952,0.7894831560006423
0.31571018999966327,1.4632023890007986,0.6930587189999642,0.7876390029996401
0.3168856579995918,1.4388491589998011,0.6811328940002568,0.7761720459984645
0.301755600999968,1.425615875999938,0.6864348210001481,0.8150088259990298
0.31509083800119697,1.4304000810006983,0.7127844390015525,0.8001526669995656
0.352135206998355,1.4184571170007985,0.6968386940006894,0.8157847860002221
0.3166855890012812,1.4182383210008993,0.6841250670004229,0.7956489570005942
0.3046144989984896,1.3979233789996215,0.6847679509992304,0.8054190909988392
0.30226113500066276,1.472011597999881,0.7043471429988131,0.7983105660005094
0.2864970919999905,1.577157289999377,0.9555853490001027,1.2085159230009594
0.5041796890000114,1.5773937670001033,0.6823560680004448,0.7917888569991192
0.312325138000233,1.492589723000492,0.7293045700007497,0.8209509129992512
0.32065594400046393,1.4309323580000637,0.728466644000946,0.8233828209995409
0.3514921930000128,1.46913225499884,0.6908769419987948,0.8004538059994957
0.37933328400140454,1.4565115869991132,0.7029010839996772,0.8024199819992646
0.3076458209998236,1.3952631009997276,0.8385725659991294,0.9808172849989205
0.34753952699975343,1.3905986119989393,0.6834029569999984,0.7773489869996411
0.2907322339997336,1.3894181469986506,0.6791649390015664,0.7802872329993988
0.3051999439994688,1.3769123479996779,0.6904847580008209,0.7795401590010442
0.29862847900039924,1.3841990670007362,0.6906864739994489,0.7936019339995255
0.304097403999549,1.41789874800088,0.6895609510011127,0.7857886700003291
0.33707279700138315,1.3921851819995936,0.6727703140004451,0.7767618810012209
0.35383506499965733,1.4016516499996214,0.680193557000166,0.7805732189990522
0.2993683829990914,1.4138950559990917,0.690160404999915,0.7863943600004859
0.32080993999989005,1.3786671010002465,0.6789282239988097,0.7926958139996714
0.305246679999982,1.4104573610002262,0.6896863489982934,0.8019411400000536
0.30421201799981645,1.3850112829986756,0.7045213660003355,0.7999120559998119
0.31053583799985063,1.4241443470000377,0.679200521999519,0.7803635170002963
0.3009503630000836,1.4292262719991413,0.7106370519995835,0.7908795990006183
0.3104412550001143,1.4490852460003225,0.6988527730009082,0.8004054410012031
0.3776485580001463,1.3796673039996676,0.6825053840002511,0.7792332219996752
0.2946849019990623,1.4067200850004156,0.7189421980001498,0.8479997489994275
0.3014722400002938,1.4064905369996268,0.6792040700001962,0.7825210099999822
0.29638661700118973,1.3937836269997206,0.6861456890001136,0.7849388539998472
0.31307876099890564,1.3851227420000214,0.6867674539989821,0.776166817999183
0.29606541199973435,1.3878001810007845,0.6800617040007637,0.7760693689997424
0.29159444400102075,1.403458959001,0.6904915750001237,0.8073630309991131
0.34116773899950203,1.5784873439988587,0.7612515179989714,0.7816075020000426
0.3137929599997733,1.3837106030005089,0.698141974000464,0.7888691579992155
0.3034798379994754,1.4267600099992706,0.7033553100009158,0.816980732999582
0.3392255489998206,1.4371397410013742,0.6971255309999833,0.7892739290000463
0.30470472400156723,1.4265119620013138,0.6896939710004517,0.779092013999616
0.2980860900006519,1.393411823999486,0.6907422339991172,0.789171279000584
0.30914098999892303,1.3743012750001071,0.6864995129999443,0.7937806860009005
0.28836457199940924,1.484499316999063,0.7154626090014062,0.8257695160009462
0.28442939299930003,1.3846979699992517,0.6891144199998962,0.7849836629993661
