existential,question,npn,conditional
0.16665233400090074,0.41706281200094963,0.5685501369989652,0.4318463100007648
0.1789305960010097,0.42163335099940014,0.562142025999492,0.42495436999888625
0.1767275680012972,0.41127028800110565,0.5520117720006965,0.4227456289991096
0.17291233799915062,0.41643133600155124,0.5588057309996657,0.4276748760003102
0.167621656000847,0.41793588000109594,0.551868986000045,0.41981650900015666
0.1685917659997358,0.4111887969993404,0.5588669830012805,0.42659282899876416
0.1716901300005702,0.42355225900064397,0.5550586350000231,0.42334529400068277
0.17888223200134235,0.4142365690004226,0.5529170649988373,0.42558231400107616
0.16860492399973737,0.4176148460010154,0.5536876419992041,0.4200803179992363
0.17167756199887663,0.4116927190007118,0.5482864229998086,0.429242284000793
0.16408342299837386,0.4140312780000386,0.5512300539994612,0.417970824000804
0.2135967249996611,0.4221806959994865,0.5591987839998183,0.4283314819986117
0.17620575099863345,0.4184979769997881,0.5640603219999321,0.4288232449998759
0.16640220000044792,0.42002294099984283,0.5627074880012515,0.42633807600032014
0.16878358800022397,0.4179494479994901,0.557224137999583,0.42629798199959623
0.1678850810003496,0.42007827299858036,0.554873895000128,0.4225858840000001
0.1669925689984666,0.4243982009993488,0.562403945999904,0.43387197599986393
0.1711957289990096,0.4195211099995504,0.55887360899942,0.42970341600084794
0.17121541900087323,0.42070746200079157,0.5536704779988213,0.42661659000077634
0.16691944699960004,0.4124021799998445,0.5508843040006468,0.41619930600063526
0.16694783400089364,0.4144631990002381,0.5514181719991029,0.42452089799917303
0.17723854199903144,0.42108753100001195,0.5582842359999631,0.42206484700000146
0.17325487200105272,0.41922994400010793,0.5594394630006718,0.42548459200043
0.17623356400144985,0.4180577560000529,0.5546470130011585,0.42043531199851714
0.226713963000293,0.4109920239989151,0.5498286689999077,0.42031603199939127
0.170265709000887,0.4107816149989958,0.547966522999559,0.4384961369996745
0.172814774001381,0.4158777510001528,0.5573326049998286,0.4194461320003029
0.15933972700076993,0.5020098160002817,0.6068975850012066,0.43257167099909566
0.17766565300007642,0.4157367230000091,0.5601258799997595,0.429843283000082
0.1775231250012439,0.41687181100132875,0.5612665139997262,0.42042240900082106
0.17172582000057446,0.41735753300054057,0.552572066000721,0.4322075539985235
0.1707147889992484,0.4198739170005865,0.5555738219991326,0.43124443600027007
0.168755325001257,0.4179356029999326,0.5564713630010374,0.42686495400084823
0.1806250989993714,0.43008079000173893,0.592484812001203,0.44334598800014646
0.17730990900054167,0.4215438159990299,0.5743151869992289,0.45945093400041515
0.192642784999407,0.4366102569983923,0.5902057570001489,0.44951069000126154
0.17202620999887586,0.4406666469985794,0.5751720469997963,0.4372154109987605
0.23013791400080663,0.42786509299912723,0.5767193529991346,0.43034964599974046
0.17497660599838127,0.45430127600047854,0.5918898849995458,0.43830746700041345
0.1886938290008402,0.4235071869989042,0.5744983410004352,0.4301493450002454
0.18268990800061147,0.42812934199901065,0.5656398890005221,0.42641431099946203
0.17058364900003653,0.4252472919997672,0.5659015130004263,0.4284687170002144
0.16497462500046822,0.4208010849997663,0.5690670300009515,0.43414432399913494
0.1771915680001257,0.4167686969994975,0.5557016579987248,0.42748762799965334
0.17284941599973536,0.4154324179999094,0.5654628240008606,0.4398426629995811
0.1794941429998289,0.42387953599973116,0.5716316069992899,0.4390391090000776
0.17048551400148426,0.4264921379999578,0.566649136999331,0.4321137649985758
0.18142352399991069,0.4225700520000828,0.5634429520014237,0.4246452480001608
0.1701891649991012,0.4323743999993894,0.5661155500001769,0.4342678460016032
0.17185170000084327,0.4192431880001095,0.559659570999429,0.4283930900000996
0.17424414100059948,0.4256049569994502,0.5659323069994571,0.4367536770005245
0.22952530899965495,0.42212088299856987,0.5742599669993069,0.44576381200022297
0.18558562499856635,0.4265583529995638,0.5757043529993098,0.45694475900018006
0.20382813200012606,0.4312764070000412,0.6021097880002344,0.4423514480004087
0.17317389299932984,0.4187894900005631,0.5566396720005287,0.4222246459994494
0.18807950600057666,0.45352278599966667,0.5933427519994439,0.45065038400025514
0.16997868700127583,0.43051428500075417,0.5658868869995786,0.44238381900140666
0.18086990599840647,0.45728261200019915,0.5898921900006826,0.44642224199924385
0.17398078699989128,0.42437186000097427,0.568045586000153,0.42669532100080687
0.1865769949999958,0.4166177400002198,0.5578315380007552,0.43478954100100964
0.17254271599995263,0.43347689199981687,0.5760967490004987,0.4344679920013732
0.18515619400022842,0.43626433899953554,0.5968633819993556,0.4559893349996855
0.20405946199934988,0.41778404400065483,0.5688492829995084,0.4327685680000286
0.1761664400000882,0.44460586800050805,0.5685993480001343,0.4374792120015627
0.21819392399993376,0.4451908809987799,0.6091522850001638,0.4615971540006285
