question,existential,conditional,npn
0.08777568400000746,0.11988501599989831,0.3632430990001012,1.4194409610008734
0.045953889999509556,0.13387070700082404,0.3755932040003245,1.3190451169994049
0.05208967399994435,0.11405568299960578,0.34705622600085917,1.35638569799994
0.037590519999866956,0.11164115800056607,0.35866017599983024,1.3625792710008682
0.0393909939994046,0.13060266100001172,0.35304981300032523,1.2784306009998545
0.037807198001246434,0.11424856800113048,0.33788059200014686,1.3470134359995427
0.04003946500051825,0.12666580100085412,0.3468373400010023,1.2683668230001786
0.03861558700009482,0.11764552599925082,0.35044729999935953,1.2705592660004186
0.03859762700085412,0.11181538799974078,0.37191882700062706,1.2639557780003088
0.03941764699993655,0.1261424509993958,0.3415635760011355,1.299264879000475
0.037128080999536905,0.11107094699946174,0.352684206000049,1.274815787000989
0.03933718000007502,0.1099682229996688,0.3446819979999418,1.2797771299992746
0.0700984069990227,0.11660378400119953,0.33902507700076967,1.264772616999835
0.03862394099996891,0.12368251400039298,0.3413983909995295,1.2676781459995254
0.04218276600113313,0.1218071039984352,0.3399880609995307,1.2707378169998265
0.03959470999870973,0.11326888999974472,0.34812028299893427,1.2737943180000002
0.04012296799919568,0.12076631700074358,0.36360432900073647,1.2732485980013735
0.038883732000613236,0.12647519100028148,0.33966556700033834,1.2654154129995732
0.03975442299997667,0.11467976099993393,0.3486756729998888,1.2546679909992235
0.03778650300046138,0.11184409800080175,0.34420709400001215,1.2732286009995732
0.039011598000797676,0.1201296529998217,0.3449284810012614,1.269264367998403
0.0375009700001101,0.13194647499949497,0.34065239200026554,1.2737864249993436
0.03790283499984071,0.12125416999879235,0.34894037599951844,1.2701046519996453
0.036679732000266085,0.11928709400126536,0.3402430969999841,1.2803167340007349
0.07654469799854269,0.12181132600017008,0.34641206299966143,1.2597195559992542
0.03777988700130663,0.11549759300032747,0.34043237100013357,1.279203228001279
0.03727710900056991,0.1115878580003482,0.3402739110006223,1.2691528720006318
0.03716878299928794,0.11817977099963173,0.34114686000066285,1.2571850620006444
0.037862407001739484,0.11564882800121268,0.34043730800112826,1.2712323420000757
0.041048521001357585,0.1195669770004315,0.3415132129994163,1.275823230000242
0.03699545900053636,0.10712399000112782,0.3384881530000712,1.2595191099990188
0.03687428800003545,0.12778165400050057,0.33788260400069703,1.2713457589998143
