npn,conditional,existential,question
0.8097640599989973,0.24084827700062306,0.08249102599984326,0.029372305998549564
0.825748620000013,0.2390384450009151,0.08071393400132365,0.03289059099915903
0.8614836520009703,0.27559394700074336,0.10541470300086075,0.029528956998547073
0.9094375889999355,0.25212584600012633,0.09263588800058642,0.02872170499904314
0.8670038559994282,0.26459405300010985,0.08086281100077031,0.036722206001286395
0.8660740630002692,0.2606964449987572,0.1250893129999895,0.04117750899968087
0.8920908639993286,0.250184092001291,0.08126044499840646,0.027464309001516085
0.8600076319999062,0.2503064619995712,0.09297536299891362,0.03558367699952214
0.9368933949990605,0.25538047299960454,0.07630336200054444,0.030747718001293833
0.8749462369996763,0.25256020899905707,0.08392282800014073,0.029801568998664152
0.865532838000945,0.256073070999264,0.09907921900048677,0.030693888000314473
0.8955901590015856,0.25758803700045974,0.07675003300028038,0.02724764200138452
0.8608839270000317,0.25303293199976906,0.08467101899987028,0.027409156000430812
0.854587948999324,0.25203185200007283,0.07388095199894451,0.026979538999512442
0.8666467410002952,0.2865423209987057,0.08295181799985585,0.03303809499993804
0.9010860830003367,0.2503671670001495,0.07548332599981222,0.027718272000129218
0.8460499739994702,0.2687629869997181,0.09031109799980186,0.028314944998783176
0.9296196169998439,0.24825445300120919,0.08510374199977377,0.027510685000379453
0.8961139550010557,0.24954290099958598,0.08346907700070005,0.031156555998677504
0.9213371229998302,0.2552412759996514,0.07344267599910381,0.03042198999901302
0.8581726680004067,0.259597650001524,0.08292395200078317,0.027408552001361386
0.8636263200005487,0.25917301200024667,0.0856772759998421,0.02942568599974038
0.8619585979995463,0.2579135759988276,0.11783699999978126,0.030371410999578075
0.904022785000052,0.27061995700023544,0.07651625600010448,0.02629914699900837
0.9065057079988037,0.25555020499996317,0.07872922200112953,0.026732839000032982
0.8801595519998955,0.24786388599932252,0.08836134299963305,0.026615956998284673
0.854669135000222,0.26351272300053097,0.08009855199998128,0.02722186299979512
0.8865327580006124,0.24721480200059887,0.07187344399972062,0.028375329000482452
0.8590905239998392,0.25159917100063467,0.08201083600033598,0.026352421000410686
0.8558256079995772,0.24696611699982896,0.08994265200090013,0.02630101199974888
0.8509807320006075,0.2514221469991753,0.07613267099986842,0.027214550000280724
0.8676025580007263,0.2495400759999029,0.0780459850011539,0.027399767999668256
0.85390409700085,0.2506476759990619,0.07827452699893911,0.027696074001141824
0.8586369099994045,0.24454971900013334,0.08155250799973146,0.026276335998772993
0.8450245539988828,0.2488557930009847,0.08205283799907193,0.02885541100113187
0.8576793419997557,0.25527456300005724,0.07540954399883049,0.02644122600031551
0.8573343770003703,0.2505119699999341,0.08152612199955911,0.02670760299952235
0.8538345249999111,0.24567009000020334,0.07998109599975578,0.025655416000518017
0.8482431580014236,0.24493380899912154,0.07868837599926337,0.06239406799977587
0.8421773210011452,0.24533712900120008,0.081778192999991,0.027808418000859092
0.8380281789995934,0.24645287999919674,0.07930587100054254,0.025236261999452836
0.8500708440005837,0.24994619800054352,0.08052438400045503,0.026862169999731123
0.8958158619989263,0.2583318010001676,0.07116770799984806,0.026806867999766837
0.8981466249988443,0.251704411000901,0.07377258199994685,0.02601435300130106
0.8526970290004101,0.24761242599925026,0.08221774199955689,0.02850536900041334
0.8473161789988808,0.25197431100059475,0.080827429999772,0.027069123001638218
0.8513800270011416,0.2461776930013002,0.0866445659994497,0.024736416000450845
0.854567975999089,0.24608810700010508,0.08447155000067141,0.030067503001191653
0.8783724849999999,0.2506339609990391,0.08000282799912384,0.027328639998813742
0.8514443200001551,0.24918178299958527,0.08144446500045888,0.026917614999547368
0.8492277650002507,0.250872561999131,0.08202628399885725,0.026125761000002967
0.8730506610008888,0.24739670599956298,0.08237450600063312,0.026980578999427962
0.8679481250001118,0.24763559500024712,0.08508125199841743,0.027108389000204625
0.863021517998277,0.24870222699973965,0.08214137100003427,0.029803516999891144
0.8516217849992245,0.2510290829995938,0.07982642100068915,0.023801927998647443
0.8519690200009791,0.24295309300032386,0.10286035900026036,0.023844258999815793
0.8422165470001346,0.25449266899886425,0.0772229949998291,0.024482655999236158
0.8615849389989307,0.2504112740007258,0.0825949430000037,0.026838529000087874
0.8485958189994562,0.24864265599899227,0.08068979599920567,0.024448821999612846
0.8478826160007884,0.24495939099870156,0.0811490230007621,0.027268756000921712
0.8620591790004255,0.24786004700035846,0.09022322599957988,0.02675677099978202
0.8408829660002084,0.24590477700076008,0.08262761200057867,0.02635752400055935
0.8540425070004858,0.2489934050008742,0.08224310500008869,0.026591566998831695
0.8481875819998095,0.24757541899998614,0.08685928000159038,0.0260291189988493
0.8490205060006701,0.24615377100053593,0.07352281100065738,0.026267366998581565
0.857719752999401,0.2645290529999329,0.08804950599915173,0.027619589998721494
0.8567439939997712,0.2542999030010833,0.07838219499899424,0.02640924799925415
0.8558173010005703,0.2468676720000076,0.08091600599982485,0.025740864999534097
0.8554985530008707,0.25159902199993667,0.08294750999993994,0.026102558000275167
0.8506660009988991,0.25227212800018606,0.07373842400011199,0.03690631900099106
0.8541674999996758,0.25139119799860055,0.08690376599952288,0.026337553999837837
0.8493305040010455,0.24735968700042577,0.08284557499973744,0.05931193099968368
0.8492554080003174,0.24922650000007707,0.08832438699937484,0.026457030000528903
0.8525412210001377,0.24950980600078765,0.07060758299849113,0.026482696999664768
0.8521343479987991,0.24854557300022861,0.08097258100133331,0.026734303999546682
0.8551719520000916,0.24578505499994208,0.07977274600125384,0.025657940001110546
0.848830820999865,0.2479325410004094,0.0886978190010268,0.026445940999110462
0.9086152280015085,0.2485180149997177,0.0809830440011865,0.026567463000901625
0.8758161000005202,0.2545208230003482,0.07214871799988032,0.027076427000793046
0.8478844809997099,0.24596093200125324,0.08102189599958365,0.026117133998923237
0.8498353750001115,0.24746383700039587,0.08378208200156223,0.026257370000166702
0.8471105710013944,0.24512619499910215,0.08457223599907593,0.025456557999859797
0.848446641000919,0.24679406399991421,0.07769230299891206,0.02703564299918071
0.8633834810007102,0.27878087799945206,0.0749797150001541,0.027292173999740044
0.8581099109997012,0.24670411099941703,0.09279712900024606,0.025977048000640934
0.861054597000475,0.2480795859992213,0.08200716600003943,0.030672661001517554
0.8699380459984241,0.2479478260011092,0.08387651599878154,0.02661806000105571
0.8988610320011503,0.24759075200017833,0.06949369799986016,0.02573768500042206
0.8484226609998586,0.2568671080007334,0.11137350699937087,0.02767153400054667
0.8420807570000761,0.25001337499998044,0.07808178499908536,0.029696697998588206
0.860480141998778,0.2488515009990806,0.07598517099904711,0.02719513299962273
0.8471864709990768,0.2458204550002847,0.07286975500028348,0.027652955999656115
0.8479502139998658,0.24830300100074965,0.08300290799888899,0.02500001299995347
0.8455055949998496,0.24809082399951876,0.08538530500118213,0.02613240800019412
0.8533860300012748,0.24814163599876338,0.07321750600021915,0.024461933999191388
0.9016281080002955,0.24797211199984304,0.0764528119998431,0.024550206999265356
0.8478650680008286,0.2523240380014613,0.07486780300132523,0.024953123998784577
0.8463159639995865,0.24998455300010392,0.08460175099935441,0.028184773000248242
0.8718302429988398,0.2430823499998951,0.07779031999962172,0.026541335000729305
0.8623805830011406,0.24507399200047075,0.07637613299993973,0.02672231200085662
