question,conditional,existential,npn
0.16223510000054375,0.16729579599996214,0.07923612600279739,0.2264229329994123
0.16232132499862928,0.17118659200059483,0.07730294800057891,0.2306827459979104
0.17105150499992305,0.16891831099928822,0.06663902500076802,0.22713019399816403
0.16754120900077396,0.1660653930011904,0.08023686100204941,0.21593041900268872
0.15822263500012923,0.16356153299784637,0.06610038200233248,0.21372365500064916
0.1566382889977831,0.15930943700004718,0.06543211300231633,0.21563629799857154
0.15442184900166467,0.1541221370025596,0.08733758599919383,0.21394275900092907
0.16348164199735038,0.1597331920020224,0.0636912019981537,0.2127863809982955
0.15327024399812217,0.1614533499996469,0.0629502939991653,0.20986379199894145
0.15761299800215056,0.15589367199936532,0.06340371999976924,0.20991002899972955
0.15711251699758577,0.1556341239993344,0.0729927790016518,0.2088159419981821
0.15232648000164772,0.1541616079994128,0.07022746700022253,0.21245650999844656
0.15403956299996935,0.15533263100223849,0.06315014800202334,0.2099022350012092
0.15493662699736888,0.1565600899994024,0.06876970800294657,0.21913449299972854
0.1563631360004365,0.16014096700018854,0.0638752660015598,0.21347915700243902
0.15604344499661238,0.15598737700202037,0.07721617299830541,0.22836914400249952
0.16452393500003382,0.19233588199858787,0.07329006500003743,0.22695116199975018
0.17568252499768278,0.16561378100232105,0.07689312400179915,0.21334971100077382
0.17603711999981897,0.16777773399735452,0.06971615200018277,0.22797099899980822
0.16595779999988736,0.16445057300006738,0.07070536000173888,0.22259553900221363
0.1687788070012175,0.19406231600078172,0.10236825399988447,0.2175338679990091
0.16103711599862436,0.162857407998672,0.08004222800082061,0.216803928000445
0.15508068499912042,0.1622824350015435,0.07435704900126439,0.2401692120001826
0.16797439299989492,0.1727826099995582,0.08003577500130632,0.2238638999988325
0.16220914899895433,0.16661727099926793,0.07027695099895936,0.2145119179986068
0.16061523300231784,0.16714309099916136,0.07067686500158743,0.21399230700262706
0.17412948200217215,0.17209552900021663,0.08553020399995148,0.24888761299735052
0.1744734400017478,0.17430676599906292,0.08927847400264,0.23991181300152675
0.1644506700031343,0.16218135499730124,0.06462442799966084,0.21477265599969542
0.15943195599902538,0.16811229700033437,0.08386565600085305,0.23172737799905008
0.16704845600179397,0.17862591999801225,0.0982385429997521,0.2564259439968737
0.19391571400046814,0.17867636500159279,0.0867506289978337,0.23515729999780888
0.16953987700253492,0.16271716900155297,0.07130622300246614,0.2264919720000762
0.16066140700058895,0.16819790600129636,0.07957066199742258,0.23089875399818993
0.1682968230015831,0.17304068200246547,0.07117947999722674,0.220690164998814
0.1556931880004413,0.15623559700179612,0.07275326299713925,0.20914312900276855
0.1501435579993995,0.15554676999818184,0.06834353399972315,0.20555122600126197
0.15082597699802136,0.1541486989990517,0.07397425399904023,0.2044130389986094
0.14973174199985806,0.15402375199846574,0.06360024999958114,0.20698147500297637
0.15235598100116476,0.1524295669987623,0.07007792800141033,0.2063792930021009
0.15507141999842133,0.16272708700125804,0.07363425099902088,0.2096105750024435
0.14969608100000187,0.1614680929997121,0.07747370000288356,0.2052141770000162
0.19080610600212822,0.17665049000061117,0.06922097799906624,0.224864042000263
0.15759327900013886,0.16631190000043716,0.06634994500200264,0.21360981900215847
0.15101489100197796,0.15320006500041927,0.0921600750007201,0.21439356499831774
0.1572887289985374,0.16139274400120485,0.06542361299943877,0.2117631330002041
0.15267745799792465,0.15787827500025742,0.06331366699669161,0.212906569999177
0.1574704880003992,0.16414601799988304,0.06619814200166729,0.21203525999953854
0.15587229399898206,0.15925931300080265,0.07447328000125708,0.23776300100144
0.15963657799875364,0.15908332000253722,0.06455736499992781,0.20644534700113581
0.1509056260001671,0.15568110299864202,0.07729773200117052,0.20087118499941425
0.1453771449996566,0.1534374699986074,0.07129309900119551,0.20677410799908102
0.15195783500166726,0.15531583199845045,0.07177607999983593,0.20652454099763418
0.15133311299723573,0.15545681000003242,0.06684293899888871,0.20769871000084095
0.1557295200000226,0.1601146390021313,0.06553060600344907,0.2066716669978632
0.15258364700275706,0.15796656800011988,0.07629131599969696,0.2515873650008871
0.17571120800130302,0.1710452430015721,0.07562676800080226,0.22849499199946877
0.17011225700116483,0.16851022399714566,0.09492445800060523,0.22403340399978333
0.1606471689992759,0.1677580340001441,0.07152169500113814,0.2125490290018206
0.14959929100223235,0.1537062360002892,0.06954465899980278,0.20489322200228344
0.14992209499905584,0.15427586599980714,0.06363882500227191,0.21231813299891655
0.15494891300113522,0.16358394299822976,0.07790923800348537,0.21795479300271836
0.15372141799889505,0.16620314200190478,0.07463163099964731,0.21563414999764063
0.15279620999717736,0.15742459000102826,0.06414608900013263,0.2078510629980883
0.15105162100007874,0.15514183800041792,0.06809821400020155,0.2058344390025013
0.1551393139998254,0.15492099999755737,0.07190366299982998,0.20864897399951587
0.14987727400148287,0.15896940299717244,0.06984935899890843,0.20709080199958407
0.15075940300084767,0.15561808799975552,0.06089651699949172,0.22094200900028227
0.15827542899933178,0.1568806350005616,0.0787028589984402,0.22244733899788116
0.156638873002521,0.15599587299948325,0.07998100600161706,0.2049998870024865
0.15102058399861562,0.15561188400170067,0.06726562699986971,0.20776727100019343
