conditional,npn,question,existential
0.13314922000063234,0.6225474610000674,0.02840513500086672,0.06556682600057684
0.1197874680001405,0.613488648999919,0.019921163000617526,0.0651768900006573
0.12276751999888802,0.6088196290002088,0.020670280000558705,0.059677737999663805
0.12380311899869412,0.6474319680000917,0.057298870000522584,0.0719395269989036
0.1257670840004721,0.6743059479995281,0.02474269300000742,0.07595614700039732
0.1284569850013213,0.7059644189994287,0.029309035000551376,0.08044374800010701
0.15124701900094806,0.6958381020012894,0.02477103000092029,0.06384847699882812
0.13237227900026483,0.6624238530002913,0.02075458599938429,0.07523487599974032
0.1289193789998535,0.6512295049997192,0.022829876999821863,0.07087926600070205
0.12980799499928253,0.6569476240001677,0.027018425998903695,0.0719414590002998
0.13286410499858903,0.6594806180000887,0.021931409999524476,0.06796406499961449
0.132434788001774,0.6648666940000112,0.020904644999973243,0.059741180999481
0.127466080000886,0.6499853120003536,0.02356145900012052,0.062135699999998906
0.13096839599893428,0.703917985998487,0.021481015000972548,0.06718896200072777
0.13912836000054085,0.6506128879991593,0.026976138000463834,0.07456184699913138
0.15095242299867095,0.7076239280013397,0.021713050000471412,0.06787023500146461
0.14016403400091804,0.7934633109998686,0.025363311000546673,0.09151004200066382
0.15748102399993513,0.8819958200001565,0.023902037000880227,0.08467971999925794
0.15084060200024396,0.7133524880009645,0.02176822000001266,0.07701938900027017
0.14041066600111662,0.6772214470001927,0.022611299000345753,0.06851416500103369
0.14380851199894096,0.6768388740001683,0.019962209998993785,0.06816697700014629
0.1280017469998711,0.6662262690006173,0.026712412998676882,0.06932706599945959
0.13959783400059678,0.6680145490008726,0.02280651500041131,0.09265265799876943
0.1288953160001256,0.6799005220000254,0.0217979449989798,0.061415435000526486
0.1451028480005334,0.6754051610005263,0.0218205940000189,0.06491738600016106
0.13348710100035532,0.6582111970001279,0.02200397799970233,0.07600085900048725
0.1280534590005118,0.6655351930003235,0.021095005000461242,0.06695769500038296
0.1357742230011354,0.688219260000551,0.022399663999749464,0.06793170600030862
0.1428001280000899,0.6720641780011647,0.021642699999574688,0.07232314499924541
0.13065456799995445,0.671433571000307,0.02178927000022668,0.06294171700028528
0.12997824600097374,0.7129690870006016,0.021383303001130116,0.05882080099945597
0.13521900799969444,0.7212541079989023,0.02718477999951574,0.07069920799949614
0.13427242000034312,0.6917022229990835,0.02789535400006571,0.07892763199924957
0.13094872500005295,0.7060072889998992,0.02042771400010679,0.07405769599790801
0.13061313099751715,0.6869000160004362,0.025166217998048523,0.07077634500092245
0.13167357700149296,0.6848033220012439,0.020133274996624095,0.08836022499963292
0.1325932889994874,0.6565800219977973,0.022959791000175755,0.06555324100190774
0.12770525800078758,0.7399979840010928,0.02117099200040684,0.08823331900202902
0.14443162500174367,0.6682064399974479,0.019190916002116865,0.06473695900058374
0.13286099300239584,0.7122781349971774,0.02602985499834176,0.06211735499891802
0.1407010859984439,0.7022167030008859,0.023062678999849595,0.07639648799886345
0.16598859899750096,0.7190382859989768,0.021976980999170337,0.07948317699992913
0.14013710400104173,0.6652501909993589,0.025153804999717977,0.10441983599957894
0.15524990199992317,0.7099961280000571,0.023775434001436224,0.07208341799923801
0.1310703700000886,0.6556208059992059,0.024754327001573984,0.062481951998051954
0.12892943599945283,0.645343934000266,0.019845275000989204,0.06896252899969113
0.1304307720020006,0.6973861869992106,0.024796559002425056,0.07316642800287809
0.16038728900093702,0.7097897519997787,0.022649775997706456,0.07066972199754673
0.16672339100114186,0.6785301069976413,0.020937477002007654,0.06878659400172182
0.13301346499793,0.7366750319997664,0.025466062001214596,0.06147989599776338
0.14796509699954186,0.7150895470003888,0.025522453001030954,0.09602719100075774
0.1420208229974378,0.7354765399977623,0.02335355399918626,0.11535086400181171
0.16036387699932675,0.7354963559992029,0.027177496001968393,0.08595064999826718
0.13657613200120977,0.6878463440007181,0.023800727001798805,0.07286912700146786
0.13550687799943262,0.6638832600001479,0.020086640000954503,0.06414719199892716
0.13037028100006864,0.6583557759986434,0.0232768700007,0.0589747250014625
0.13459939600215876,0.6675047680000716,0.022037676000763895,0.06345204199897125
0.14191543199922307,0.7259424929980014,0.019178362999809906,0.06209768500048085
0.13393393899968942,0.6660064610005065,0.022054665998439305,0.05935747100011213
0.13312199999927543,0.8505694609993952,0.027845904998685,0.08760851899933186
0.14404707599896938,0.6866128389992809,0.02358825299961609,0.0706285089981975
0.12964498500150512,0.6525570760022674,0.02104138900176622,0.06343434399968828
0.13121623900224222,0.6996038049983326,0.027658414001052734,0.11693526100134477
0.1357061180024175,0.7151772580000397,0.022643587002676213,0.07429568600127823
0.15952857299998868,0.8348220179977943,0.025233919001038885,0.06796515899986844
0.1507006870015175,0.7711864039993088,0.020110287998249987,0.07261119000031613
0.1322447730017302,0.7030000119993929,0.020297402999858605,0.06726145200082101
0.14545700699818553,0.7707631019984547,0.021882404998905258,0.07747788899723673
0.1505765430010797,0.7457783770005335,0.02253963700059103,0.08035533699876396
0.1414947970006324,0.7798521470031119,0.021402282000053674,0.08014265299789258
0.15315408500100602,0.7093386529995769,0.027152018999913707,0.061270860001968686
0.14345525500175427,0.696605486999033,0.02038669100147672,0.07000563399924431
0.15429073500126833,0.7256595250000828,0.031357885000034,0.11481435899986536
0.16118685200126492,0.7074320380015706,0.020446411999728298,0.0646884929992666
0.13036245699913707,0.6858236440020846,0.022052583000913728,0.08852278600170393
0.1385350210002798,0.70167311899786,0.020249888999387622,0.065191016998142
0.13399104099880788,0.6595144329985487,0.02160781800193945,0.07018672699996387
